100 8000 100
835 289 3333 520
779 1453 5631 5437
647 624 632 1500
17 637 196 1641
1372 862 3722 2415
1157 773 5536 2655
1283 600 5319 196
1060 1273 988 1907
1291 217 3809 1181
888 1367 3068 4921
1024 597 491 3722
773 371 31 3648
529 64 5028 4961
1003 994 1695 1522
1137 1158 4703 1907
1140 454 3068 5536
363 447 5228 777
631 755 5536 2316
550 1170 1205 2239
568 1128 4703 5437
1080 436 4703 4282
1135 1321 537 126
1368 1063 4444 4675
1365 599 2415 5449
1295 1421 1205 520
942 1447 4758 1685
176 175 5153 5442
470 741 1205 1500
615 881 1851 3513
80 541 491 4448
442 720 1500 4115
138 480 5003 1742
234 41 5319 5442
1334 1147 1147 4020
690 72 5536 5605
1059 732 2604 1514
351 682 196 3818
146 425 5228 5272
492 728 3068 491
1279 1073 4758 4448
266 685 1147 537
911 35 4444 4500
256 525 4780 2340
1095 66 791 3610
48 595 4921 1695
666 332 3227 2558
1352 806 5363 4262
53 75 5536 5153
396 292 5437 3513
1250 920 1742 3778
900 104 2376 777
888 409 5631 5012
904 859 2415 3624
1006 334 3778 5153
734 1517 2341 4424
327 914 4770 5363
216 395 2376 1301
833 933 1817 3809
1079 901 5437 2549
1 84 383 4115
561 793 5220 2376
64 804 2687 1205
216 385 3350 1817
1253 373 5653 31
1371 239 4021 2583
1390 306 2604 5028
801 863 4758 3610
1394 1215 1232 4780
308 941 4136 4020
915 318 2341 1685
47 463 3818 791
722 762 3957 4703
970 852 2655 5653
1049 517 2841 2221
808 436 4703 791
759 1017 5536 4770
1432 334 4020 4424
1386 1432 4961 520
254 641 632 1181
1041 167 988 1522
1089 646 2681 2841
243 1399 2558 2341
1213 1008 1907 2549
694 475 2841 2341
1051 645 2341 5631
376 559 4136 383
183 1015 5653 4758
71 288 4780 1695
1390 322 4500 3818
125 936 1232 3610
585 625 5536 1641
522 412 4021 5363
145 798 632 5272
182 596 4675 5220
1312 419 1301 4136
1429 844 5028 5442
833 1274 3513 5028
841 548 3809 31
1107 819 791 5653
668 128 3818 632
3 929 119 2376
22 155 1009 1907
262 638 4020 3818
603 1001 1695 2677
609 522 2221 5605
833 637 4564 1205
594 844 2340 2841
12 830 31 1742
89 626 777 1147
1207 599 5228 4500
1399 682 4115 5228
187 1005 1205 1695
566 1179 4262 4115
996 1316 4020 1695
349 591 4448 2316
1244 155 2655 3610
1304 938 5272 2316
458 1178 2549 4758
87 668 4136 4500
143 1232 988 3333
622 1026 4448 1851
798 1160 3333 5153
1065 756 2558 4770
1 326 3957 2341
668 144 5220 5363
1241 653 1009 1768
527 643 3610 1522
671 56 632 31
947 343 1685 1695
1021 205 4500 4961
1435 172 3778 31
1242 990 2376 3722
868 740 1514 383
741 854 1147 5536
1281 1240 1009 1205
1083 733 1181 2604
170 111 3911 4961
714 80 31 1851
93 1114 4424 5363
986 161 1851 2583
982 894 2340 1232
166 216 1147 3513
343 598 777 4675
446 150 777 1742
1320 713 2514 119
357 1280 4424 1514
901 662 5437 1301
204 856 2376 5437
775 456 1301 1768
1278 814 4040 4780
1199 171 5028 1641
1425 427 5012 2655
149 1387 5437 1205
323 854 2514 126
6 681 5012 1181
616 260 196 2681
366 857 2841 4564
215 184 3809 777
1323 1213 1147 2604
744 1251 4961 3227
1310 693 1851 4780
713 689 5536 2681
68 211 5449 1851
242 207 5056 4115
281 428 4675 1514
26 576 537 5028
561 1073 4424 5605
232 936 2340 4021
9 1206 3227 3722
1041 249 988 2604
1270 684 4444 1500
415 572 4770 1685
355 1234 1232 2221
469 389 3648 2221
750 702 3513 3624
777 1089 3350 3778
1210 1213 3333 4040
1315 1344 4921 3818
1196 260 2221 196
798 1337 4703 3624
921 695 2604 491
469 762 3957 4703
1391 1280 4424 1514
221 1251 1205 3624
882 474 196 3513
104 1028 1205 4448
607 110 4040 2841
126 719 2681 5631
789 46 5272 1742
1309 939 4703 2677
1420 594 1768 5228
745 1233 5153 4921
203 747 1147 2341
863 1148 1907 4115
981 712 2549 31
387 831 1685 4961
967 1071 4282 1768
270 751 777 5605
763 1072 1009 4780
93 517 4136 3818
973 940 4564 5605
351 918 5220 5028
1268 595 2681 31
15 605 5028 777
1126 363 842 3809
1030 1112 4424 5056
506 977 2558 3610
507 1095 2681 3227
908 456 1768 1301
155 923 4921 1685
228 158 2583 5442
610 834 5272 2841
328 334 3722 5653
647 815 2841 2415
220 1182 1907 3957
1369 668 4136 4262
1190 1449 1817 1205
163 669 5536 2440
1293 889 3048 2677
1049 403 2221 3911
613 951 4262 5153
93 982 1147 4758
1291 965 5449 1817
217 774 5272 5056
616 246 5449 5056
333 499 3227 1768
1196 538 5056 196
1163 986 2376 2316
506 125 988 4115
1426 521 3227 1147
754 138 5437 2316
1159 1009 988 4758
1167 1158 3227 2583
69 515 196 2239
557 595 491 4262
763 836 5012 2376
391 132 4282 791
114 1310 4675 5631
620 131 4040 3068
479 338 4021 4444
1105 1057 2558 5653
824 262 2239 5437
424 577 2687 4770
1032 1191 3722 520
530 961 3048 3957
802 569 3778 2221
318 682 2681 988
1060 119 842 3957
1070 536 4444 1522
609 556 4040 4136
1406 632 3648 196
1356 429 3350 491
1201 815 791 5442
829 1004 3624 1685
649 112 2514 4780
1031 795 988 777
966 381 5437 4770
378 521 3227 1147
793 813 3624 5272
711 738 3648 5442
1123 162 1500 2415
366 588 537 1641
10 961 4921 491
1320 127 491 4136
401 1155 520 988
1305 952 4040 4564
703 1242 4770 2841
1081 1040 2558 5319
306 1143 2558 632
1018 763 1907 537
573 605 119 1685
811 1077 1232 4040
822 763 491 1641
600 613 3648 5003
468 1112 2655 2415
1175 758 1685 4703
1355 1209 4770 632
1344 1237 1009 5012
282 1191 537 5319
552 1398 1009 2341
569 666 4564 3350
1292 1342 3227 3648
58 854 4040 2514
643 751 383 1685
17 127 4136 491
255 1162 3333 4115
1225 566 5605 3809
109 665 1685 537
906 1251 4961 3227
1103 612 4500 5319
363 714 5363 4675
1325 594 2841 842
399 97 4675 2239
955 1119 1851 2558
1306 545 31 196
285 1091 4115 1009
638 511 5536 1514
188 530 3624 2316
1329 420 4780 5363
1358 61 4115 3818
1295 862 2549 4703
271 194 5003 1301
539 748 5012 2549
1225 841 2677 1147
176 130 1147 1768
486 601 1522 1641
576 1176 3911 4262
363 720 4020 5028
934 302 5363 31
1260 1126 3911 1147
197 423 3957 777
1067 745 4136 1817
842 242 2604 4115
1019 307 1147 5437
546 688 2549 3513
880 33 5631 3048
709 392 5220 126
1258 488 5653 5003
1068 596 5220 4675
1045 653 1205 5319
596 959 1641 1695
213 529 1522 1205
93 621 196 2841
1112 1140 2239 3648
90 1382 1205 3227
970 862 4703 2549
240 1133 2681 1907
58 404 1514 1742
1127 234 4921 1009
604 1128 4282 3513
1201 392 4136 126
1414 514 5536 1685
1066 224 2514 2687
380 1199 1514 1907
661 852 2549 2583
1255 721 5442 3350
483 1041 1205 1232
56 809 126 4282
305 976 2514 5631
12 191 5442 1522
626 928 1695 1232
575 267 5028 4500
1435 858 2583 2239
875 270 5536 31
798 993 2549 3227
18 996 988 4675
1100 265 537 777
784 338 2341 2514
1134 856 2514 4921
189 512 5012 2221
383 853 2583 777
1338 840 3610 5220
739 1253 1907 842
117 695 4500 1301
330 629 1522 4961
26 1255 3048 3350
305 405 4282 2221
1151 736 842 520
1309 913 3350 5056
340 440 126 2841
31 871 1817 4564
399 1298 4020 4780
1035 872 3068 4780
253 640 5220 2604
1058 607 31 2687
46 1109 2841 2558
1096 39 3818 4703
244 1543 791 5437
426 1316 4500 1009
506 687 791 2376
114 762 520 5220
1315 547 4563 777
364 642 5363 3350
1321 1100 3818 5437
741 742 5442 4020
735 763 3778 3957
1320 747 1685 2604
462 404 842 2681
639 1105 3610 3350
1163 70 4115 4703
783 972 383 1742
1322 702 4444 2514
983 631 3818 842
632 278 119 3778
131 1075 4675 3648
1122 211 4136 5442
879 577 4770 2687
893 582 4703 2341
873 145 5228 1301
690 326 3957 2341
684 570 3648 537
629 1132 4424 3648
1053 1039 3911 3350
1423 625 4021 491
426 72 5228 1685
430 1332 31 3333
171 551 5442 3957
488 687 2376 791
186 604 1147 2340
1003 773 5536 2655
565 1284 4770 2604
427 665 5437 1500
208 1202 31 1817
271 378 196 5363
627 1256 4424 3957
193 1053 2340 5319
1272 30 988 1851
609 1348 632 3333
233 695 3818 1500
656 99 842 5003
33 273 1181 2221
589 742 5442 4020
765 569 5442 4780
1416 501 3722 4282
295 1235 1500 4020
285 221 4021 1522
1067 1262 1685 2677
513 361 4780 5220
956 1026 537 4424
133 618 1522 3648
304 933 491 5028
455 432 1817 4448
1217 222 5653 4136
889 736 3648 1301
768 765 5363 1742
1024 284 4136 5153
646 937 119 1742
1247 1144 5631 3333
305 1126 4021 4675
888 596 196 4444
1117 692 5653 2221
1431 690 3809 3818
689 887 1907 2340
539 514 5003 632
1253 466 1768 4780
449 150 2440 1695
1074 716 119 4020
80 440 632 5631
956 626 5003 383
1055 890 2677 5319
777 712 31 2549
156 992 3350 4500
1220 874 196 2655
158 414 1742 4780
1268 36 4961 791
396 538 2341 119
835 140 1181 1500
517 818 1742 5605
83 937 3513 632
360 1382 1205 3227
1354 936 2677 4040
489 1293 3957 4020
972 1073 1768 3648
606 942 4564 2558
434 155 3911 5028
702 1153 1009 3610
97 723 1817 4758
615 1027 2677 2604
698 834 520 4564
1058 727 2221 1768
844 440 2376 1514
1333 1417 4282 5437
737 374 1181 2376
311 795 988 777
372 776 3610 4020
953 803 1181 3068
1157 409 5056 2341
734 507 1514 5449
681 1009 2558 1522
989 489 2655 3818
967 819 2558 5631
917 1209 1009 1851
1129 812 2549 5536
760 1016 3227 5319
1332 1157 1522 537
1041 940 2440 1009
1286 1367 3068 4921
94 1263 632 520
1329 415 4703 3648
1047 222 4136 5653
678 467 2440 777
732 1251 2655 3350
694 597 3722 491
883 361 5605 5012
593 383 4770 3513
2 375 383 5605
1380 711 1301 1851
377 1270 1009 3809
231 682 196 3818
456 1020 5442 2340
287 925 4961 2687
696 637 1205 4564
1319 467 1641 4115
142 1162 1232 2841
228 702 520 1742
381 591 2221 119
244 794 2376 5056
717 1340 4703 4921
1095 98 2415 4780
619 481 2341 2415
151 819 2514 3818
786 1002 1232 3911
305 1204 5028 3333
1405 998 3624 1181
271 495 1851 791
1114 224 5536 4136
655 687 1522 1514
54 795 777 988
715 1387 520 3068
1089 745 2583 3513
527 226 2655 3911
1147 894 126 2558
674 440 4770 2415
1241 183 1514 2415
725 73 4675 3350
1031 727 1768 2221
722 413 3610 383
1049 492 5153 2341
1079 1404 2677 2681
657 1026 4424 2604
497 442 2440 2376
502 346 1768 3513
56 586 1205 777
222 277 1907 4921
1270 907 3778 2415
292 913 5228 3048
678 517 491 1851
975 418 5653 632
460 333 4448 4780
357 684 5653 2440
901 461 988 3648
1188 418 4961 5056
179 883 5449 2376
1189 749 2655 2376
1303 712 31 2549
536 765 2239 5536
258 338 2514 2341
869 613 491 2549
1238 580 4921 3350
385 316 632 1641
839 1105 3350 3610
249 792 5437 1742
1073 677 5028 2376
1105 385 3068 5153
20 1032 2677 4136
1294 896 126 3333
199 789 5536 4020
1393 1008 5605 537
421 793 537 2687
987 726 3624 4020
868 1109 1147 4444
434 827 5153 2239
186 803 5319 5631
54 966 537 5363
260 1333 1907 5056
507 1096 2239 4500
1086 736 2415 31
1109 519 2681 491
109 383 3513 4770
1300 589 777 4770
719 915 1181 5631
580 419 1768 4921
630 201 5056 5153
921 1202 1817 31
1330 1021 2549 2316
1338 949 4021 4424
168 1251 1205 3624
831 547 5220 383
4 536 5319 1500
109 294 4444 2655
91 251 4444 3778
789 706 196 383
757 720 196 4115
1196 1118 1232 1522
74 1066 1851 1147
421 723 842 3911
521 18 1641 3648
319 237 126 2583
22 950 4703 2376
1365 1323 1232 491
1015 628 537 2655
1281 855 3610 4136
900 985 2583 4262
315 552 4282 537
892 384 2687 4675
13 119 988 2841
807 144 3350 2440
170 566 3809 5605
523 1425 3227 4444
406 1137 2655 3227
1121 1000 5272 1522
507 723 4758 1817
456 595 4262 491
286 992 5319 4758
662 561 2376 842
163 116 842 491
1310 791 3068 777
1391 482 3068 5605
982 765 5363 1742
343 432 4448 1817
638 480 1742 5003
774 1027 4448 3610
1286 1002 126 4921
1362 690 3778 5228
758 933 5028 491
990 688 4040 5228
781 787 4424 4262
654 1256 1817 632
928 521 3227 1147
184 583 3333 4675
1101 1068 5028 1009
502 73 4115 4021
852 1342 3333 5056
171 925 4961 2687
342 1130 2415 1232
690 1029 5442 4758
1099 518 126 491
937 152 5153 5363
246 129 5536 119
990 890 537 31
439 249 1181 4563
1155 666 3350 4564
764 686 2583 5028
1036 1342 5228 1232
817 796 4020 5449
514 154 3610 4444
545 949 4021 4424
396 431 3648 1851
20 770 196 520
398 291 632 5449
305 530 3624 2316
252 859 3624 2415
1013 802 4115 4780
866 686 196 2604
1173 258 2239 520
1125 307 1147 5437
271 1116 119 2558
705 869 5272 988
201 951 1009 4563
1000 877 4262 5319
406 653 1181 5319
833 987 4675 5056
1342 179 5319 5153
1091 829 5631 5272
379 361 4780 5220
989 847 2549 383
602 1198 5363 1009
189 841 2677 1147
688 1135 4115 4448
905 1306 1232 196
135 1071 1232 3778
384 373 5272 2440
1241 1163 5605 4758
589 818 4500 2415
649 748 4563 988
1054 865 1301 4921
623 739 1181 5437
1341 392 5605 2687
467 458 119 4444
1031 1366 5012 3227
421 533 1147 3333
256 285 3722 5536
660 523 1685 1768
1207 544 4780 5536
1322 937 1514 3048
612 601 5228 2841
202 41 2415 4563
234 482 5028 5056
1285 130 5631 4961
806 256 632 2583
852 911 1232 4961
646 1186 1851 520
1021 114 5012 4703
55 309 5012 1641
537 984 537 4703
1149 1132 383 4675
128 195 2604 31
829 1197 119 3227
433 854 1147 5536
1197 941 4021 2376
761 940 1232 1742
958 616 2558 520
475 447 777 5228
809 781 2376 5631
854 744 1181 3610
1131 639 1685 632
1381 951 1009 4563
661 1280 4424 777
184 511 5449 1685
416 652 3048 119
950 1253 4921 4961
766 99 5012 383
1305 101 5605 5153
475 385 1817 3350
668 114 3513 2239
326 1432 4961 520
1374 978 1500 3333
1005 638 5003 4282
893 158 4136 5363
885 457 2221 2687
217 1125 4020 537
1055 218 3068 1205
1291 622 5228 1522
252 790 2376 3624
1000 750 4563 4921
808 765 2239 5536
1082 714 126 3513
126 97 2841 4021
466 375 383 5605
838 670 4040 842
1129 1257 520 4021
403 988 5653 2376
1058 404 3722 4444
690 1126 4675 4021
108 272 1907 2677
1223 457 2687 2221
1229 1158 1907 4703
1124 829 2655 5319
385 802 4780 4021
509 445 988 1641
472 82 3818 1851
1096 1095 1768 4444
395 1115 2677 4282
730 553 2239 5220
1393 867 4020 1817
43 1361 4444 520
1328 1186 1851 520
606 1235 1500 4020
321 127 4563 4780
1367 596 2558 1817
181 786 126 3648
1300 653 1181 5319
1332 308 4021 5449
0 945 4040 5272
308 904 3048 1181
504 316 1641 632
1013 273 1514 3809
292 245 632 5153
1221 864 5153 4675
1258 1072 1009 4780
1240 169 5153 1522
730 120 5319 5536
129 1102 31 4424
497 547 2221 5028
956 161 2583 1851
47 741 5012 4780
688 557 1907 4020
716 226 1232 1009
200 1088 4770 126
581 464 5449 1500
1057 396 383 4961
659 610 5319 4780
369 517 3957 4262
738 653 5536 3513
127 450 383 3048
174 604 5220 3778
734 918 5220 5028
10 460 3048 632
83 1100 5449 4758
536 278 2415 2239
153 836 5012 2376
813 602 2841 3809
1042 1002 3911 1232
149 502 5605 4500
282 568 119 2687
1432 341 632 3911
113 879 842 5028
311 711 1301 1851
476 341 3809 4780
816 526 791 988
28 982 3227 4136
1181 722 3513 777
262 918 5363 4020
1277 989 1232 4282
1289 507 1205 2583
422 991 1685 3333
871 1199 1907 1514
885 941 1742 3068
1215 708 5003 537
310 1124 2681 3333
889 1100 5437 3818
1148 1009 5319 2376
1199 764 1301 1522
1411 1284 4770 2604
826 655 1205 196
1140 1167 791 3350
831 481 2316 3350
760 1397 5437 3648
810 467 4448 777
936 569 4780 5442
234 494 3722 3610
299 566 4770 537
502 1132 3048 3227
191 1038 4282 2558
1083 466 2440 5220
323 480 3809 4282
911 943 3333 1301
1265 507 2341 5449
384 989 1009 1742
56 526 1181 4564
1097 1257 1768 4115
399 844 5028 5442
840 1133 1907 2681
985 187 1522 5653
673 819 2415 3227
937 1189 5056 2558
1015 635 2376 4444
1394 507 1685 2340
80 699 1232 4770
1295 939 3818 2376
774 793 2549 5449
846 892 2376 3068
1091 1101 491 1009
1268 158 2583 5442
1348 720 5028 4020
333 184 2415 3350
933 749 4961 1742
969 800 3957 3610
1203 1008 4424 5536
875 1190 3818 1907
795 377 2681 1500
1324 275 4115 5449
1193 97 4703 3778
906 167 1685 2415
525 1242 4758 2440
1005 926 791 4780
1230 409 1147 2514
671 423 1205 2341
594 163 3722 5012
1254 124 1181 4780
1269 871 2415 3648
296 700 3048 3809
1359 561 2341 3818
1233 325 4040 1205
520 732 2604 1514
21 1026 3333 2549
675 628 5012 196
232 694 1205 126
343 304 2681 1514
704 647 4444 5319
1298 855 2316 119
19 160 2440 2514
465 237 4282 5631
719 461 4040 3048
737 857 1817 537
299 258 2239 520
922 379 5437 3350
916 758 1685 3778
866 755 5220 1768
663 155 1522 4115
1055 1406 4020 2514
1140 797 1009 3350
802 401 1695 2376
1364 380 1742 2440
466 899 4758 4021
203 658 3809 119
11 738 4282 2514
993 620 4564 4780
940 35 2655 5631
447 645 5631 2341
640 338 2514 2341
1221 454 2687 5536
1173 334 5442 491
161 241 4500 791
984 182 4040 5056
1156 1066 1147 1851
441 690 4282 5228
1210 244 2655 1205
432 556 2239 5003
18 246 5056 5449
543 237 5272 3809
297 1463 5437 3048
868 76 1205 1641
1025 748 1768 1232
46 762 520 2376
108 261 2514 3809
1255 896 3809 126
89 794 1205 4780
407 818 3722 1301
194 668 4262 777
1427 1257 1768 4115
841 821 4921 5272
1015 375 4500 2221
1056 656 520 1301
760 690 3809 3818
721 447 5228 777
1015 675 1181 2841
85 1465 4500 3333
363 1183 4675 4020
1094 1090 4021 1695
1413 174 31 119
522 701 5003 3610
824 947 4424 3350
742 884 4770 4758
181 831 3048 5319
380 870 5605 2340
673 627 4500 842
187 774 3778 777
6 73 4115 4021
562 666 3648 5228
305 1073 1695 2604
1346 1126 5631 2415
847 404 842 2681
1243 405 2239 1301
681 249 2583 2841
517 412 2340 2514
861 1070 4675 2841
1400 1125 5437 4040
656 1147 4262 632
603 821 4564 1232
1052 176 3778 5056
806 1181 4564 4020
451 445 1641 988
1130 1368 2514 4758
762 341 1695 1181
107 1138 1009 4021
1328 757 4115 3957
991 361 5220 4780
621 10 5056 31
582 626 5003 383
144 527 2687 1768
975 708 4758 2655
591 456 2221 5056
1255 892 2415 1205
574 406 791 632
169 731 4136 5272
548 955 4703 2440
817 976 1742 4021
907 641 2340 791
953 580 4136 3809
1388 917 3624 2514
951 604 2340 1147
860 845 2376 2841
394 1065 1522 3333
1053 120 3778 632
253 751 842 1817
208 475 2341 3610
83 1192 4770 988
1408 273 2583 5012
261 890 2677 5319
255 628 2655 537
872 1198 4758 4136
1352 507 5449 1514
578 271 3624 1232
1376 763 1641 491
1244 120 1181 5228
546 1322 3624 3722
353 1463 3624 632
344 950 842 3048
1014 734 2340 491
1376 614 5319 4563
262 711 3722 196
1401 662 5319 1301
934 516 5605 1301
118 879 2841 1742
837 624 5272 4282
382 787 2681 5653
740 346 491 5653
1161 928 1817 5605
984 41 5442 5319
1291 1088 2316 4564
462 1271 2415 4020
761 1089 2604 3350
1351 889 537 3778
1316 935 4758 1205
269 871 2415 3648
1086 690 4282 5228
1223 1504 4424 2221
765 517 4136 3818
734 545 5363 4444
209 953 2440 2604
501 493 5228 5442
1169 852 1232 5028
559 541 4448 491
433 423 4136 988
728 567 5536 1205
1375 1146 2655 3333
1226 393 5056 4282
632 692 5653 2221
1123 638 2549 5028
961 37 1817 520
1393 574 31 1500
1114 444 777 5003
85 353 5272 196
552 1173 2841 4262
1194 944 2558 4961
1280 564 3610 4564
1192 812 4780 2604
102 122 4500 3648
483 786 4020 5153
440 756 1500 4282
1135 158 2340 537
152 623 4780 5437
1004 668 4500 537
593 1318 3227 3778
365 507 2340 2440
333 711 777 2604
270 987 4040 3513
1144 572 1685 4770
840 678 2221 5442
1404 669 1641 5228
295 987 3513 4040
636 749 1742 4961
846 1071 4424 4563
1228 732 1205 3957
904 441 4500 5153
473 965 3610 2440
1439 436 126 31
324 386 1685 4448
768 1175 3624 5653
1016 431 5442 5012
459 107 1817 5437
492 507 2583 1205
531 1322 3722 3624
663 1097 2677 1205
1439 466 5363 3778
1046 650 2655 119
764 197 520 4262
91 792 4115 2681
696 249 2583 383
1239 182 4040 5056
720 336 4115 5653
402 745 4115 3809
55 519 491 2681
809 529 1205 1522
379 415 5003 5536
442 52 4675 1147
19 633 3778 5003
564 785 1181 4961
341 535 1514 1768
190 1317 4424 1181
1388 557 4703 4136
1349 1399 2341 2558
454 1440 3957 4758
989 1114 4424 5363
1304 327 1817 4675
861 420 2440 3809
7 887 5631 196
51 370 5028 3778
1319 619 3513 5272
258 467 4115 1641
764 631 537 196
290 821 4921 5272
894 1425 4444 3227
1413 793 4770 4136
1070 768 1641 126
1431 944 1514 5631
534 355 2841 3911
585 636 4020 3048
105 628 3648 5363
1232 904 3048 1181
883 1208 196 1009
964 511 1685 5449
892 400 3513 1685
738 1059 196 3333
368 1008 2341 5437
359 417 1685 777
765 891 5272 119
1222 433 1181 2340
1328 794 3610 842
1120 1023 4564 2583
435 53 3818 3722
1271 586 1205 777
267 1121 2841 1147
1062 646 2681 2841
1031 1224 4040 4262
682 712 119 2681
965 374 3778 3048
1409 730 4115 2687
285 1071 537 5536
908 1438 4921 2604
512 267 31 1522
1111 634 5653 1301
980 1215 1147 3778
800 67 842 1500
418 419 1301 4136
1111 306 5028 2604
445 412 4021 5363
565 373 3350 1181
407 998 5631 1009
96 588 4563 5449
272 752 2239 5319
642 756 2841 2549
1332 604 4961 777
228 723 4758 1817
1074 888 4703 2415
1104 1155 988 520
675 24 1514 3957
682 1323 2583 3624
651 106 5028 5631
470 446 5220 5056
1387 57 1147 4262
830 436 5028 632
1381 852 2583 2549
557 950 4564 3818
604 459 4021 2655
1240 466 2221 31
11 787 4424 4262
891 653 5605 4282
713 132 4758 2558
1203 281 5449 126
260 668 1514 5012
1150 334 5653 3722
792 619 1181 4500
39 106 5028 5631
1102 411 3818 1641
902 273 3350 4770
786 1366 3333 3648
109 1033 4500 3513
823 579 491 2841
458 832 4020 1641
590 307 5437 1147
301 1071 4448 5028
1093 550 1641 5153
1004 926 1500 4921
439 1163 5605 4758
58 859 842 791
994 122 1514 842
825 583 4675 3333
976 901 2340 5437
605 483 2221 5363
972 683 3957 5437
26 1140 2239 3648
461 227 1695 2239
82 896 988 2376
678 564 119 1500
737 414 1695 5228
13 884 2415 383
839 440 3911 1851
920 938 1514 4921
19 427 2415 3809
1021 918 3227 2687
883 66 791 3610
271 702 537 4262
536 579 119 4961
1239 1101 4703 1695
1033 119 842 3957
1046 1405 5631 520
318 119 196 1301
1238 829 5028 5319
1130 589 2583 1514
711 544 988 5631
154 850 777 4040
298 330 3048 3068
834 249 2340 2681
505 370 3778 5028
844 494 3513 5003
1413 417 777 1685
271 586 4262 5228
720 177 4563 3350
1330 1223 4424 1500
461 1316 1695 4020
52 242 777 2221
181 132 2558 4758
1167 310 2583 5220
208 395 4780 2221
174 530 2440 1817
570 314 4040 5449
329 1000 2340 1009
777 1437 1817 791
1080 861 5272 1851
1011 1279 777 2677
1314 677 2376 5028
1318 1029 791 2440
445 881 31 3513
653 1121 2841 1147
699 933 4564 383
1269 904 4424 5653
158 161 2583 1851
807 247 4444 632
320 295 3957 3809
1331 126 1301 1500
1077 393 537 2681
955 916 4563 3911
202 84 383 3778
551 255 3648 5631
1408 507 5449 2341
333 120 777 2340
1435 1256 1907 5228
246 597 3957 31
1119 1065 4921 5319
642 356 1514 5220
307 1027 1851 2677
447 236 4444 5028
1438 950 4564 3818
