50 5000 10
135 1321 3471 1009
228 1205 1375 1178
1275 557 2530 5023
485 293 629 3774
1136 34 99 2025
742 450 1178 4698
471 379 2530 629
672 248 99 1225
7 521 2917 4104
1056 774 591 99
211 129 4573 5550
704 979 4104 5116
64 32 2331 1885
670 1017 5503 5088
1425 341 2025 580
1286 1060 1009 591
519 372 90 5550
1412 1081 2808 4144
1046 1377 4270 1991
358 94 1225 3471
1367 888 2809 3774
1156 734 1885 1269
902 277 1991 5503
133 553 3398 4604
1430 608 629 5088
1148 1167 4573 5023
228 1063 5088 1991
72 940 2530 5550
1118 640 5023 629
1348 534 4573 2971
1276 493 2808 4554
992 747 4827 1269
373 565 5116 3774
990 618 2808 4104
1009 902 2331 5550
1297 583 1375 3398
1095 565 90 1885
592 1055 5132 5503
387 1115 4604 1375
248 1035 5088 5132
416 17 3471 720
1266 843 350 2917
394 1122 4144 350
1249 351 5407 1991
306 853 5132 5407
684 108 350 1396
738 775 1253 1375
607 375 1396 1885
974 717 2971 4394
962 567 2808 667
748 1087 2808 1991
596 787 2530 4827
30 114 1253 591
1138 438 2809 4394
1301 493 4554 2808
252 1166 2025 1009
709 864 4946 5116
1332 14 4946 4698
624 290 2809 2971
1144 189 350 4394
1360 540 3774 4394
853 1215 5550 5116
743 434 1253 629
1148 413 90 99
177 657 350 1178
281 652 4554 90
1060 1094 4144 4604
858 378 1396 2809
139 1089 1009 667
732 739 2808 4394
1316 627 1253 4119
995 517 2917 5023
908 624 2971 99
1321 925 2331 5088
603 312 720 38
629 667 1885 4119
258 392 90 2971
486 97 2025 38
224 960 5132 4604
740 1198 1991 1396
616 1322 2971 591
879 1189 2809 2567
744 667 4119 1885
60 814 4554 2331
1122 637 38 4554
897 1089 1009 667
164 409 3774 4554
161 517 5023 2917
170 1034 2917 5407
910 624 99 2971
1399 1130 2822 1009
3 738 3211 4827
955 1021 38 1885
349 927 667 4827
219 48 5503 2025
717 949 1253 4144
1346 296 3211 4554
894 409 4554 3774
666 627 4119 1253
629 636 4827 4604
1012 1003 629 2971
975 1212 5407 5088
1029 166 2917 2808
1242 1053 3063 4144
1068 272 2567 591
259 907 2971 4104
946 156 4270 5116
764 583 1375 3398
70 851 629 5116
1127 934 4144 591
1410 232 591 3398
1367 1035 4104 2809
436 1470 2971 5088
417 492 1225 580
188 638 2025 3211
614 418 2917 4554
1153 1390 720 5023
529 292 1885 5116
89 1038 1396 4119
1 1171 5503 4394
1177 1219 5088 90
568 1087 1991 2808
1056 1434 1253 2971
717 1003 2971 629
1340 56 4119 4698
9 877 4827 629
449 1233 5116 5503
1127 471 1178 4394
1240 369 4270 1009
14 420 1178 1885
959 1187 2331 1225
639 503 99 667
1212 241 4827 2331
955 832 5550 4604
984 396 2331 2809
797 1311 5116 4144
399 1100 5088 4573
991 564 2809 5023
1386 205 1375 1225
598 1282 5116 38
810 848 3211 3471
808 320 629 591
392 432 4104 99
1310 1029 3774 2971
970 833 99 4604
1002 1004 4604 720
450 237 4604 3211
469 936 3398 4270
1331 567 2808 667
373 995 2917 1375
222 910 2917 1225
485 1028 2530 38
750 675 580 2530
492 1081 5116 3398
22 1444 4827 720
896 111 667 4698
1347 603 5550 3211
248 1056 3063 1991
11 866 5407 3774
384 951 1396 1253
478 489 2822 3774
1220 628 4827 2971
586 682 580 1253
742 973 1396 591
245 341 99 3471
1014 1366 1885 1375
793 744 580 1885
1041 1127 2917 4144
924 810 1396 2530
1308 1134 5503 4827
347 1118 5132 580
1439 744 580 1885
457 578 5023 5132
1200 891 5503 2809
1198 552 38 4119
897 341 580 2025
272 487 3211 90
1101 1212 5088 5407
1438 667 1396 2971
501 1060 1009 591
1180 277 350 2809
535 905 1009 2808
1280 1112 350 5550
200 28 38 4573
462 420 1885 1178
1367 375 1885 1396
1104 1140 38 1009
1336 983 350 4119
610 1161 5550 4270
572 607 4554 3471
170 1036 1396 5407
779 587 4119 2530
68 621 4573 4946
776 1057 2808 38
118 1204 2971 3398
1348 162 2530 591
903 258 2917 2567
1144 1201 1396 4573
1417 536 667 2025
1206 740 5023 1253
378 636 1269 4104
594 296 3211 4554
156 17 720 3471
1090 805 90 1375
276 862 3211 2809
1408 911 2567 350
1193 961 4394 580
1341 1057 2025 1269
1387 550 4827 1178
1072 503 99 667
898 833 4604 99
605 611 2025 3398
473 1011 2971 1178
342 940 5550 2530
541 245 1375 4144
1147 1166 2025 1009
648 943 3774 5132
20 1194 4144 1178
601 1007 4946 1009
1431 618 2808 4104
332 1041 1253 1009
1410 565 2971 4144
1381 1036 1396 5407
1368 1536 720 4394
709 636 4604 4827
962 492 4946 5550
339 1102 2808 90
1311 113 1375 720
575 409 4554 3774
731 666 4698 5023
235 1024 1269 99
776 940 2331 2025
68 1042 2025 5088
1020 1145 4573 1269
274 378 2809 1396
1113 987 4946 1396
498 765 4104 5023
934 930 2822 5116
1010 1028 5132 2025
290 212 5407 2025
1414 1246 350 1375
959 819 2971 720
587 833 4604 99
1027 1254 1375 1396
799 619 1178 580
698 1155 350 99
49 607 4554 3471
1066 1028 2530 38
763 274 4144 5550
1181 1356 2971 1269
998 725 350 3774
292 768 5023 4554
473 192 5116 350
1354 927 350 3063
1296 434 1253 629
1007 439 38 580
1323 848 3211 3471
887 749 720 629
1395 657 1178 350
157 366 3774 5023
913 1038 5550 2567
762 250 2025 1225
736 973 591 1396
1190 698 629 4270
1046 878 4698 5116
485 1108 1009 1991
241 330 3774 3063
1128 652 4946 5023
1083 658 5407 629
1112 489 667 1253
457 406 4554 2530
1219 408 2025 90
387 748 2530 2331
779 934 591 4144
216 759 4946 4144
1114 828 4698 4394
59 551 2822 4946
1078 522 2917 4946
363 952 2025 2530
1006 1202 4270 2025
373 1041 1009 1253
508 740 1253 5023
894 977 38 5132
673 1192 2567 90
814 1174 3063 2809
847 558 2971 1991
357 783 90 4394
550 924 2917 5503
687 1082 2530 5132
922 1188 1178 1991
767 857 5088 4827
987 833 2808 720
1072 1250 5503 1396
730 738 90 4827
1278 1028 667 350
626 977 38 5132
829 854 4827 2567
430 1311 4144 5116
687 800 4270 2822
1243 1098 4573 350
1387 1021 1885 38
263 1007 4946 1009
532 863 4144 2822
885 863 2822 4144
661 616 2822 580
76 935 4394 4104
1301 431 4573 90
330 707 1396 3774
995 526 2567 4604
521 506 5503 4554
44 877 2530 1225
1119 775 5407 1885
64 1202 2025 4270
523 119 1269 2530
163 924 2917 5503
1109 263 4604 629
144 761 90 720
251 748 3471 90
1324 1205 1375 1178
405 481 4554 1178
321 515 5407 4946
1313 1303 3471 1885
1377 587 4119 2530
332 506 3211 3063
367 1142 5503 350
36 637 667 4573
53 1299 5132 2822
176 863 2822 4144
586 405 4119 5503
456 1088 4604 1991
8 622 2331 4946
232 331 4573 3471
98 753 2971 580
831 524 4946 2025
195 866 5407 3774
1425 519 5407 4104
1309 534 4573 2971
1401 934 99 2917
1060 129 5550 4573
206 1099 1991 2530
1058 804 720 2567
406 131 3063 1269
935 1058 5132 99
1032 413 90 99
608 517 5023 2917
1164 1112 350 5550
86 756 4144 667
251 405 4119 5503
550 439 38 580
865 808 1885 4554
1347 1322 591 2971
749 485 4946 3398
640 680 1991 4104
573 905 1009 2808
1009 923 3398 5023
618 322 350 2331
1006 375 580 90
658 1099 2530 1991
1317 94 3471 1225
434 687 667 720
1217 1074 4104 350
924 1108 1009 1991
1098 676 629 1885
269 867 90 3398
709 1089 4144 2331
1173 1145 1269 4573
1391 1000 4698 1396
1359 285 2530 3774
1040 1041 1009 1253
1364 716 38 629
971 1000 4698 1396
917 622 2025 629
42 137 4119 667
848 552 4270 5132
1232 857 4827 5088
362 1082 4394 3398
972 1081 3398 5116
10 1120 4144 1885
993 213 5023 5116
1079 845 4946 2971
1388 743 4554 4144
261 622 4946 2331
1071 362 5503 3471
267 156 4270 5116
1045 1322 2971 591
352 898 2530 1009
1429 290 2809 2971
963 1058 38 1178
1052 655 4394 1269
133 290 2809 2971
1392 1050 5550 1269
158 1005 5132 1269
236 1250 5503 1396
1156 230 1885 4827
178 939 99 2331
1021 849 5116 591
154 550 4827 1178
536 935 4394 4104
647 394 2530 3398
1270 557 580 3774
890 456 38 90
350 734 3471 629
311 680 1991 4104
944 954 1253 1991
89 496 99 4946
161 1081 2808 4144
211 114 1253 591
955 637 4554 38
963 622 720 4554
1230 848 3211 3471
1137 358 3063 1178
890 250 2917 3774
494 814 4554 2331
893 481 1178 4554
785 308 2530 1178
1344 1084 3471 1178
1354 793 4604 1009
676 1123 1269 38
145 578 5132 5023
813 56 4698 4119
1245 766 4946 5088
1393 679 1225 629
1287 477 4946 591
1037 775 1375 2971
357 648 2567 667
867 1112 5550 350
452 838 99 1253
707 863 1375 629
855 910 2917 1225
1289 1261 591 2809
397 1143 2025 4827
511 1011 1178 2971
283 483 2530 3211
26 879 2567 1885
684 685 4144 4104
650 296 4554 3211
213 169 3398 2822
768 1188 99 1009
518 637 667 4573
427 1005 5132 1269
1340 907 3471 2917
203 441 4104 5550
786 1429 1375 4394
449 565 1885 90
1395 849 5503 3774
1326 870 3211 1396
99 1036 5407 2530
868 496 629 2808
1386 796 4119 1375
245 564 5023 2809
17 952 2025 2530
220 591 5503 3211
879 225 4698 4554
1328 1341 1225 350
1283 1386 4144 4270
62 1099 2530 1991
1078 481 99 4698
329 145 4394 4270
506 252 4394 2331
926 627 4119 1253
662 703 667 5023
1215 438 4573 580
904 815 5023 580
1289 715 5116 2808
260 748 5116 2971
258 192 3211 667
657 738 90 4827
786 127 2917 1269
1293 893 2809 4604
779 92 4827 4394
1313 1276 4270 38
960 263 4144 99
425 746 4698 2567
274 156 5116 4270
406 843 2917 350
664 438 2809 4394
1193 622 2025 629
266 1112 1009 4144
623 1200 4144 1396
1177 927 350 5407
509 547 3398 3211
562 112 2808 3063
464 203 2567 3063
747 942 4604 1225
752 132 629 4554
236 522 580 4604
542 1051 2917 5132
1413 1322 2971 591
454 421 5550 4119
976 678 5407 2809
519 1368 1396 720
834 1005 1269 5132
1267 961 38 4604
695 232 3398 591
1319 815 2808 1396
116 619 1178 580
530 807 5023 2822
503 120 2808 5088
957 768 5023 4554
365 1078 1269 90
884 793 4119 4270
151 621 2971 5503
1290 1198 5132 667
1382 93 3063 2917
372 1100 2809 3471
273 350 5023 1396
239 34 3774 4604
1065 1100 3471 2809
1324 1384 1396 3471
1140 823 4573 2809
773 1178 1009 5503
872 93 2808 2567
1093 1018 1269 5503
460 920 1253 38
896 679 2917 1885
27 360 580 5407
974 714 2331 667
84 1056 3063 1991
370 842 4698 1375
508 186 1009 5132
479 807 2025 591
773 715 1225 591
1002 97 2025 38
986 100 4573 2025
109 1019 4698 1009
873 717 5088 4104
772 1368 720 1396
1390 1439 1225 4394
608 237 4604 3211
565 1503 1375 5023
316 557 5023 2530
616 861 1396 90
1360 213 1253 1269
1088 942 4604 1225
1181 225 1991 1225
187 591 5116 4604
76 498 1269 629
831 517 4104 2530
764 977 5132 38
944 1036 2530 5407
1199 362 1178 1269
606 395 3398 2808
39 628 720 2822
589 914 2917 720
1150 114 1253 591
1049 586 5088 4554
314 875 3211 4144
1231 256 2567 2822
1134 34 2025 99
8 254 4144 3471
1370 727 90 3774
1251 800 2331 3063
426 633 1269 5116
952 108 1396 350
1064 922 4119 5116
743 1202 4270 2025
862 1191 4394 99
498 736 5088 3211
1169 1253 5116 4573
347 886 3063 5503
294 90 1253 2822
1069 1007 1009 4946
408 119 2530 1269
1113 1140 1009 38
1262 1200 1375 1009
598 671 4119 3471
491 1371 2822 2809
1274 1063 5088 1991
514 1307 4554 5132
415 819 3471 2971
481 1042 3398 2331
471 1145 1269 4573
863 1279 2971 2917
257 134 99 4573
810 617 3398 5550
408 1075 5503 5023
228 361 4144 5407
456 362 1269 1178
1012 831 5088 1375
1333 470 1885 3774
1427 594 1375 5407
1097 807 5023 2822
282 245 4144 1375
592 228 2331 5023
99 1028 38 2530
1307 263 720 1991
511 1178 629 5132
14 1171 1009 4554
441 121 591 3063
1139 1192 2567 90
1143 520 90 4104
619 944 2822 4394
636 772 1885 3063
1347 1051 5088 5550
984 1386 4144 4270
810 1167 1269 1991
1167 496 4946 99
1234 907 2971 4104
589 113 1375 720
1186 899 99 2809
432 1057 1269 2025
376 296 5088 591
49 521 2917 4104
58 420 1885 1178
790 628 2971 4827
1358 1048 5132 2567
859 258 2917 2567
833 761 720 90
170 833 1225 3063
8 578 580 3471
114 266 5550 1991
474 146 5503 38
618 960 2025 1178
700 661 3398 38
2 736 5088 3211
1246 920 2809 4946
1420 250 3774 2917
907 924 2917 5503
1162 263 99 4144
1058 774 2971 1225
167 293 5503 580
1071 591 1253 4946
71 715 2808 5116
555 597 5550 629
990 987 4946 1396
920 967 2331 4573
1155 485 4946 3398
529 661 38 3398
124 903 3063 1375
1182 226 2822 2808
1349 954 5132 4573
981 619 580 1178
924 961 4573 4604
40 443 667 1178
1030 655 1269 4394
511 319 350 1885
98 1298 1991 5023
1137 1189 2809 2567
444 928 4144 5132
676 589 629 99
296 153 4573 4144
827 922 580 2809
1284 504 5407 4698
735 801 1375 667
799 129 5550 4573
1391 360 580 5407
519 657 1269 4698
1244 891 5503 2809
641 232 3398 591
1335 905 1885 1253
324 292 2809 1009
354 52 2530 3063
452 657 4394 2917
1321 438 2809 4394
169 208 629 4119
1154 939 2331 99
1292 185 2530 1253
1263 113 1375 720
283 932 4827 5407
1228 565 1885 90
962 863 4604 2025
705 519 3211 1885
1182 607 4554 3471
567 119 1269 2530
338 943 4827 591
1271 212 5407 2025
997 1027 3398 1885
1181 970 99 2808
1394 1319 720 1885
511 457 1375 5550
776 315 5116 2331
791 1176 2808 2809
197 761 720 90
24 457 1375 5550
1135 72 3774 1178
1192 402 2822 629
274 56 4698 4119
86 1036 2530 5407
902 1032 667 2809
1285 268 4604 2917
622 409 5132 4394
1285 804 720 2567
1354 112 4119 580
1379 494 1178 5116
946 553 3398 4604
570 1194 2567 5407
844 693 2567 4104
802 129 5550 4573
1361 353 4698 4604
558 114 591 2822
1032 578 3471 580
1424 232 591 3398
474 1215 5550 5116
253 636 4827 4604
1402 1245 591 5132
285 341 667 4604
1361 1056 4573 1178
559 569 90 4144
850 1081 5116 3398
1409 729 4946 4270
873 1200 4573 4394
858 1145 1269 4573
1204 652 4554 90
1329 1371 2809 2822
1319 1152 99 4827
730 550 4119 4573
985 886 3063 5503
602 1120 1885 4144
13 258 2567 2917
1294 648 2567 667
599 1191 4394 99
17 1035 5407 4270
77 1108 580 1009
860 537 90 2331
740 586 4554 5088
1342 715 4698 3471
887 230 3063 5088
1361 843 90 5116
1246 1046 580 350
745 519 3211 1885
457 1027 3398 1885
398 830 2808 4827
348 100 4573 2025
1208 115 4104 4119
380 112 3063 2808
282 821 3063 3471
1169 1280 3471 2331
1091 591 3063 4119
897 612 629 90
430 1261 2809 591
434 955 350 4698
455 540 3063 4946
2 340 720 4573
404 992 38 2331
1383 740 1269 1396
1381 1191 99 4394
455 1301 1253 2809
278 879 2530 350
476 922 2809 580
616 551 2025 4554
127 796 1375 4119
887 1039 2971 4554
1287 565 4144 2971
12 606 4270 3211
431 550 2530 4270
372 261 3471 1991
828 661 38 3398
1106 521 4554 1269
142 395 90 5503
631 563 4394 4604
630 1209 1885 1225
1389 924 2917 5503
1108 1039 350 591
1120 748 3471 90
1324 208 629 4119
72 159 4104 580
828 342 4604 3063
1281 833 4604 5407
1222 136 2530 2808
659 719 591 720
1272 821 3063 3471
1261 464 2917 3211
284 1039 350 591
1351 781 5407 3398
44 582 2917 4119
836 863 4827 4698
1409 300 2530 4604
362 199 3063 2822
261 1170 3398 4827
125 112 2808 3063
713 1084 1178 3471
339 424 5407 2971
779 266 1991 5550
677 1229 38 4394
648 699 90 4604
996 942 1225 1269
653 229 1991 2025
319 561 4554 1225
973 1161 4270 5550
1316 740 1253 5023
413 577 1269 667
76 259 3398 1253
384 1279 2917 2971
748 521 2331 3211
1105 1060 1009 591
827 1011 2971 1178
114 450 1178 4698
1234 1042 2025 5088
893 372 90 5550
441 678 2809 5407
282 1137 350 2025
375 301 580 629
286 657 4698 1269
171 322 2331 350
1381 215 5407 5503
954 769 5503 591
1292 771 5088 4394
670 621 4946 4573
1018 394 3398 2530
772 658 1225 90
59 877 629 4827
1032 1106 5132 4119
1022 515 591 4119
808 1082 2809 2917
1067 34 5503 5550
880 821 3063 3471
1114 315 5116 2331
1112 939 99 2331
809 1021 1885 38
1434 956 1885 2822
1296 738 1991 4698
679 1468 3398 5132
1100 1064 1225 2809
1375 547 3211 3398
812 610 3063 5023
43 324 3211 1178
1157 1097 1178 720
702 1377 4270 1225
71 720 2530 1885
66 732 4604 1396
1234 784 2822 5550
473 1039 591 350
5 420 1178 1885
1380 1245 2025 1396
1132 918 5503 2331
1047 804 2567 720
636 745 720 4946
1210 942 4604 1225
1282 1309 1009 720
1220 1332 1225 1009
886 804 720 2567
1359 255 1991 1375
1244 416 2808 3774
205 937 591 1991
1209 360 580 5407
816 547 3211 3398
1325 115 4554 667
1095 739 90 5023
809 850 2809 38
461 1093 1269 2809
1347 308 2530 1178
1138 1147 1009 5550
934 1228 38 1396
542 1233 5116 5503
774 115 4104 4119
450 1348 350 720
1300 804 2567 720
1428 1116 4554 1396
283 675 2530 580
1321 918 2331 5503
383 1056 1991 3063
1394 774 1225 2971
888 1021 1885 38
1431 237 4270 4827
765 470 3774 1885
1088 805 591 1375
948 1036 2822 4827
809 775 1885 5407
1092 1165 5503 4270
845 1031 3063 5407
950 703 4119 2808
291 449 1375 5503
575 858 2971 3211
647 861 1396 90
619 816 4394 629
728 960 1178 2025
371 987 4946 1396
323 131 1269 3063
286 1228 1396 38
631 608 629 5088
750 481 1178 4554
901 939 99 2331
536 489 2822 4604
353 1205 1178 1375
1126 1110 5550 4827
391 714 5023 4119
693 689 4144 4119
396 917 1269 720
19 1292 3398 1009
887 740 4104 1375
596 1245 2025 1396
971 973 1375 1269
268 127 1269 2917
817 1021 5550 5132
1041 927 5407 350
392 851 580 2567
1016 552 38 4119
980 622 4554 720
965 445 2331 1178
624 494 5132 2331
674 1021 1885 38
624 481 4698 99
511 622 2971 1885
1166 496 4946 99
100 839 4144 629
685 745 4946 720
768 779 2917 1396
722 270 3211 3774
742 676 629 1885
859 856 4946 1375
263 1102 90 2808
1144 169 580 4698
1396 1314 2530 2971
1299 775 1375 2971
23 990 90 3063
1189 557 5023 2530
998 320 629 591
1327 1188 99 1009
1259 995 3774 4573
687 169 4698 580
368 417 5503 4104
1028 657 4394 2917
630 802 5550 591
753 1097 2530 4144
776 751 90 5132
172 1007 4946 1009
644 153 4144 4573
458 518 1269 4270
336 383 4554 4604
1117 1100 3471 2809
801 1251 2025 5116
1246 519 4104 5407
69 717 4394 2971
788 1082 4394 3398
123 136 4698 3211
798 571 2822 3211
746 610 5023 3063
608 1209 5132 1253
1105 519 3211 1885
1285 863 4827 4698
695 581 99 3398
31 744 1885 580
1412 1187 2331 1225
760 1075 5503 5023
756 146 5503 38
114 603 3211 5550
733 189 350 4394
1341 779 1396 2917
878 903 350 2808
596 864 5116 4946
1291 484 1225 3398
760 530 3211 5023
1080 272 5088 2822
1020 196 2809 5132
1034 866 591 2331
1342 94 3471 1225
344 402 629 2822
322 1099 1991 2530
561 112 580 4119
41 973 1375 1269
1307 723 1253 4270
1257 261 3471 1991
1082 908 5088 350
777 442 667 2822
1222 685 4144 4104
1062 1178 5132 629
428 341 4604 667
95 628 2822 720
1168 954 1991 1253
768 637 4554 38
1071 503 99 667
989 944 4946 350
553 1113 4573 1009
1047 424 5407 2971
224 361 4144 5407
407 498 629 1269
15 832 4604 5550
1221 517 4554 99
1046 93 2567 2808
368 739 4394 2808
968 365 629 1178
1385 1097 720 1178
938 719 720 591
451 175 1396 4394
946 132 4554 4104
576 1110 4827 5550
555 205 1225 1375
1357 902 5550 2331
38 756 667 4144
297 827 720 3063
479 492 2331 3774
580 1041 1253 1009
32 1000 4698 1396
175 823 4573 2809
1401 434 2808 4604
740 385 4604 1269
567 582 629 2567
1054 293 580 5503
855 1201 4573 1396
1138 1321 3471 1009
1105 1084 3471 1178
258 186 5132 1009
1027 793 4604 1009
957 131 1269 3063
1225 411 4604 4104
357 28 4573 38
330 856 4946 1375
1029 666 4698 5023
669 1042 2331 3398
294 375 580 90
274 427 1375 99
9 169 2822 3398
884 627 4104 720
957 894 1009 5088
552 579 2971 1009
614 547 4698 3063
23 52 2530 3063
1032 1125 5132 3063
548 1215 5116 5550
1235 637 4573 667
766 418 1885 2809
805 1368 1396 720
491 745 4698 4144
1297 409 5132 4394
262 1036 5407 2530
355 1056 1991 3063
620 1191 4394 99
186 373 3774 667
233 1082 2809 2917
1234 862 2809 3211
134 855 2822 4573
918 292 1885 5116
837 141 1396 5116
662 1155 1269 5407
37 1115 4604 1375
1373 591 4119 3063
706 481 3471 3398
1374 685 4144 4104
1272 1028 2530 38
1067 624 4946 1885
1055 1390 720 5023
1254 248 1225 99
362 1162 4144 1269
446 547 4698 3063
1153 622 38 4946
1339 1126 38 350
177 308 2530 1178
571 877 629 4827
545 255 1375 1991
647 732 1396 4604
546 132 4554 629
879 1074 350 4104
1011 1245 1396 2025
1434 588 3211 1253
437 583 5503 3398
1161 127 2917 1269
953 1305 1991 5116
435 540 3063 4946
1231 1136 3774 1375
440 1193 4827 4144
864 484 1225 3398
940 1200 4573 4394
275 405 5503 4119
890 444 4119 3774
696 907 2917 3471
658 865 720 3211
965 1202 2025 4270
755 833 2808 720
1403 1072 5088 38
1172 551 4554 2025
1130 196 2809 5132
764 1270 350 3398
146 1218 4104 5132
692 416 2808 3774
1410 863 4144 2822
445 823 2809 4573
576 707 3398 1991
412 833 5407 4604
396 215 5116 1009
1201 1068 2567 38
339 1027 3398 1885
1235 372 667 3398
192 833 3063 1225
1359 628 2971 4827
25 1178 5132 629
1075 503 667 99
1223 574 629 5503
110 785 2567 4119
795 558 1991 2971
318 612 629 90
430 540 3774 4394
429 1036 2530 5407
69 258 2567 2917
683 1122 2530 2809
721 1079 2331 1991
356 637 38 4554
140 1030 1375 2809
122 622 2971 1885
918 196 591 2917
1108 489 1253 1178
1410 750 99 2822
399 1115 1375 4604
341 685 4144 4104
1024 1130 2822 1009
1432 183 4946 580
202 837 3063 4827
214 1060 2567 4144
336 334 350 4270
1126 1042 2331 3398
794 968 2808 5503
637 324 1178 3211
1036 812 1396 2567
1249 1001 2808 5550
705 1031 2025 2567
697 192 667 3211
758 1170 4827 3398
760 547 3063 4698
821 192 5116 350
1170 536 5088 1178
119 360 5407 580
232 812 1396 2567
815 704 3471 1253
796 1122 2822 350
61 895 591 4573
631 863 4698 4827
1261 1110 4827 5550
581 372 90 5550
1275 1295 720 2331
877 917 1269 720
996 611 2025 3398
1100 121 4104 4698
347 173 2567 1253
591 666 4698 5023
771 888 3774 2809
342 1093 1269 2809
501 263 99 4144
579 725 350 3774
543 714 5023 4119
747 483 2530 3211
925 1200 4394 4573
95 152 1269 2567
1159 484 1225 3398
477 849 591 5116
295 943 1009 3063
415 869 2025 1253
996 255 1375 1991
833 974 580 4827
116 1024 1269 99
1069 734 629 3471
900 438 4394 2809
1303 807 5023 2822
1022 338 1178 4270
59 657 1269 4698
226 330 3774 3063
513 833 99 4604
70 807 591 2025
775 1127 4144 3774
891 1253 99 5116
392 1309 720 1009
1292 136 2808 1253
597 854 1396 3063
1150 32 1885 2331
1150 1305 5116 1991
903 714 667 2331
522 1021 5550 5132
878 920 4946 2809
966 1419 1225 1396
366 1279 2917 2971
1369 768 5023 4554
875 194 1253 5088
168 1021 5132 5550
1124 657 350 1178
461 750 2822 5503
735 707 3774 1396
1213 1067 2567 1991
61 411 4104 4604
140 255 720 4144
571 436 4270 4604
761 268 4604 2917
1247 607 4573 4698
1415 250 2917 3774
1127 719 720 591
1278 225 4698 4554
487 552 4270 5132
294 383 4554 4604
1083 927 5407 350
172 610 3063 5023
961 326 5132 4827
149 740 1396 1269
879 943 591 4827
125 807 1396 5088
1108 1167 1991 1269
657 875 3211 4144
1362 1007 1009 4946
992 830 4827 2808
196 42 5550 99
1036 728 4946 3471
160 754 4104 1885
940 1014 5088 99
43 775 1375 2971
40 995 3774 38
970 215 5407 5503
951 746 5407 2331
444 438 580 4573
55 627 1253 4119
999 557 2530 5023
455 320 629 591
1189 312 38 720
1020 767 2567 4394
453 918 2331 5503
736 607 4698 4573
147 1261 2809 591
1381 1097 1178 720
1269 526 4104 1253
170 652 4946 5023
1130 727 90 3774
1040 1142 350 5503
1257 1020 5407 1253
1301 918 99 2530
1323 911 2331 2567
761 204 2808 591
1053 960 2025 1178
427 420 4104 591
852 1122 1991 3774
810 727 90 3774
1166 1189 2809 2567
989 607 4573 4698
678 943 591 4827
539 377 720 5503
422 899 2809 99
1183 1015 4604 2971
796 326 5132 4827
1095 1053 4144 3063
507 1005 5132 1269
1318 608 629 5088
916 774 99 591
24 1386 4270 4144
1328 785 2567 4119
857 1005 1269 5132
958 657 4394 2917
1141 511 4104 3063
1084 250 591 1269
1307 922 2809 580
19 192 350 5116
576 1276 4270 38
116 1314 2971 2530
1227 388 4698 3774
1191 1444 720 4827
1358 266 1885 4270
1094 162 4827 1009
1399 70 4119 4946
1259 843 1885 591
990 331 3471 4573
979 351 1991 5407
1 285 2530 3774
1066 819 4270 4554
1243 531 4946 2530
1136 794 580 1269
