50 5000 25000
312 607 319 2075
437 163 4097 5474
1434 204 5408 1590
343 1345 3743 5038
810 339 5524 4012
1308 1048 677 5015
1430 159 5524 5474
791 669 5038 5474
439 249 3150 5473
709 434 2209 3664
686 180 4012 3379
621 765 3851 3150
1113 811 5473 4479
565 739 748 3150
1295 253 4097 4012
1391 984 1462 993
954 995 2385 4069
1088 797 5473 3743
291 984 993 1462
219 864 3064 677
172 995 5524 525
1326 670 1494 3521
409 358 3237 3851
801 680 2209 3150
1421 474 4926 3064
137 703 993 748
1408 991 3237 3032
1438 307 1590 5473
1400 881 1911 3032
1156 1372 677 4479
663 599 1494 1451
1416 368 2075 2209
972 1323 677 4012
766 945 1494 1462
1141 1020 525 3521
1338 986 1911 3237
1098 388 2075 677
411 857 3237 319
69 65 3064 748
511 1259 2075 3991
622 417 5231 3237
1216 862 629 4346
1347 410 3237 1451
431 809 3700 2209
603 470 5231 4781
149 1189 629 2385
333 590 319 4012
669 289 3237 629
678 670 5408 2803
651 175 748 2209
679 582 5473 748
935 504 3267 3743
1304 408 2209 5329
629 970 5038 3267
1150 983 4012 3443
1153 564 3664 3521
775 790 525 1911
114 571 1451 5329
479 1122 2385 3237
263 134 5473 319
622 1047 2803 2075
652 646 993 1380
329 965 3379 3237
496 1308 4832 2803
481 368 4926 629
113 970 5038 3267
345 666 4479 1462
963 557 5304 4346
940 432 4781 3064
88 705 2209 3743
615 434 748 5474
1319 673 1911 1914
538 246 2209 3443
1313 670 1494 3521
813 357 4012 5408
1209 491 4781 748
953 541 4832 1914
506 259 5474 5408
283 332 4926 2209
961 555 4069 5015
56 421 748 1462
1127 314 3851 5015
790 103 5524 5408
221 309 1494 3150
49 444 3700 993
1296 1137 993 3664
667 822 5231 677
378 376 3743 4926
670 370 3267 4832
326 297 3032 3267
1050 12 3521 3064
584 796 4926 4097
893 228 677 525
737 564 3664 3521
741 930 4832 1911
1258 602 629 5524
962 1062 525 1590
1382 1219 3851 2385
728 1026 993 3237
1126 441 3064 3237
1222 768 1911 2075
193 1406 4346 677
541 885 2075 4097
52 470 1462 5231
1225 894 5038 3064
371 1049 1462 1911
1205 1170 2394 3150
1019 680 3064 1494
180 466 3743 2385
1178 1123 677 5304
960 65 748 3064
267 402 4012 2803
782 965 3379 3237
593 871 629 3379
1146 941 1462 319
1389 906 525 5408
1026 646 748 1590
606 940 5473 3237
786 219 4479 5038
524 396 319 5304
223 1042 3991 4832
363 427 5015 2209
1017 1131 2075 4012
170 444 2803 4781
1188 253 1911 5509
1009 1142 4832 5524
596 862 4346 629
1074 1117 5304 525
420 1323 5038 3664
816 325 5509 993
732 862 3521 3743
234 550 319 993
1047 1081 2385 3443
598 1031 2394 1590
1426 619 3379 1911
1073 260 3379 3700
351 483 3521 1462
1317 120 4069 3379
1283 776 3991 1462
479 187 5524 1590
189 346 5473 5474
965 702 5231 4069
248 676 1380 1494
89 420 4069 3991
1201 56 748 3851
1260 1090 5474 3743
925 620 4926 5473
1346 100 4097 1590
1159 949 2394 5524
539 439 3443 1126
504 882 4479 3443
93 850 3064 3743
598 283 4069 4097
412 468 4012 5038
1016 491 4781 748
464 473 1380 1462
1077 738 4346 3521
827 595 5408 3851
404 1426 525 4479
484 407 5231 5509
59 444 3237 3521
118 579 1911 5231
510 539 525 4926
1100 536 319 748
789 988 3032 5408
1003 604 4926 1462
1377 1057 3443 3267
821 477 3379 5524
525 716 2394 677
332 1055 4346 2385
465 584 1914 3032
1243 913 5038 1911
750 335 1451 629
419 691 3700 5231
467 346 5473 5474
399 536 4097 2209
37 889 319 4832
304 434 5474 748
1108 525 3851 5524
600 826 3700 1911
630 210 3991 4479
262 974 629 3991
1031 945 1494 1462
398 664 5474 3991
343 751 5015 3664
316 426 3379 5304
652 953 5474 3267
989 805 1462 3743
586 708 319 5015
1289 646 5304 3443
701 893 5509 2394
194 421 4069 5038
1198 835 4781 1462
1343 717 677 629
290 738 3851 4479
268 1053 4012 3237
455 722 319 1451
1174 374 4012 4346
1339 521 3379 5408
1188 178 629 3064
449 359 5304 1380
515 862 3743 3521
145 930 1911 4832
49 358 3237 3851
211 253 3443 3237
351 616 4346 3150
807 391 3379 5474
541 235 4781 5408
521 633 3851 1911
1185 760 3991 2394
1350 670 4479 2394
681 1008 1494 3237
889 1226 3521 3032
753 1201 3032 748
272 228 5509 1590
294 738 3521 4346
1430 918 4479 319
388 504 1451 5509
1128 433 1380 4781
1389 1346 5015 4832
949 610 4781 629
345 505 4781 2209
1306 655 5231 2803
1213 573 5015 1494
215 974 629 3991
628 616 4012 5015
124 1099 4832 5329
163 668 5408 629
186 228 5304 1590
92 740 2075 5329
943 1096 629 3032
307 705 5304 5038
12 532 5524 5015
75 670 1494 3521
290 1054 319 5038
1124 704 3379 3521
1233 301 3379 5038
111 239 5304 5408
923 770 2209 2803
0 113 1590 993
1278 927 3150 3443
347 869 4926 3150
514 404 5015 3700
1355 1426 525 4479
616 46 993 4012
9 217 993 4781
1268 586 5473 3851
1376 779 3851 1494
593 1150 748 3267
48 976 2209 3267
873 536 2209 4097
1265 160 4097 5304
1187 556 4097 5015
759 473 3237 2209
940 205 4781 5329
503 116 3700 4346
1390 100 5408 5329
843 892 5329 1462
211 1229 5231 2385
1246 974 629 3991
778 206 3032 525
1318 1141 4346 3032
292 979 2385 4097
464 680 3743 319
343 1119 4926 3700
218 222 1914 3743
1214 441 1494 5329
116 789 4346 5231
1227 1227 3032 1380
1150 441 1451 4479
1198 974 629 3991
414 539 525 4926
578 795 2075 5304
1043 1046 5509 677
1258 520 748 3664
36 482 319 3064
1250 487 4781 4479
1238 1206 525 5038
897 564 3664 3521
607 1048 677 5015
366 359 1380 5304
135 757 5473 3664
352 1150 748 3267
18 854 525 2209
1184 816 5473 3700
500 1345 5038 3743
642 384 5509 4069
724 696 4926 4832
305 1049 5509 2385
341 261 5015 748
650 835 4781 1462
356 857 3700 3443
1031 585 3064 1590
1115 378 1914 525
65 900 748 5038
643 1247 5474 3032
484 1042 4346 3267
310 78 629 3851
1173 433 1380 4781
273 53 748 5231
375 882 3521 5038
448 180 3379 4012
778 425 1451 5304
377 357 4012 5408
286 76 5329 5509
197 1143 5474 2385
144 441 3237 3064
1251 142 2209 3851
562 911 3443 4832
160 176 3743 525
651 68 3521 748
833 903 5408 3743
970 940 525 2394
1158 253 5509 1911
1416 176 525 3743
1359 586 3851 5473
175 230 3991 3700
1260 805 3743 1462
1016 319 5473 5304
1062 1087 2803 4926
299 735 2075 5473
690 1238 3032 3700
1150 181 3150 5408
1270 525 3851 5524
471 834 2803 3443
512 700 3991 5304
342 1038 2209 3991
316 646 5304 3443
873 377 5509 3064
50 270 677 1914
1001 368 629 4926
1221 895 1590 4926
1029 835 2209 3379
1076 917 3150 525
299 271 993 5474
168 435 5231 5329
881 1042 2394 5408
886 770 2209 2803
250 103 5408 5524
720 670 1494 3521
759 1076 3443 5038
1146 809 4926 4781
1148 862 629 4346
166 556 1451 5524
799 739 748 3150
15 832 629 4069
485 727 5329 1914
1200 681 4012 3521
285 965 3237 3379
196 505 5038 993
428 610 4781 629
1279 604 1911 3267
433 523 2394 5231
984 1145 4832 1590
215 1406 4346 677
230 1219 2385 3851
715 953 4069 3443
348 620 5473 4926
505 1028 4012 2394
574 46 3700 2803
874 1183 4012 3664
713 551 2209 1462
1018 238 1126 2075
1241 1166 1914 1494
535 747 4346 2394
1261 1280 1914 3700
409 1031 1590 3664
629 827 2209 4479
1134 473 1462 1380
140 1259 3991 2075
1014 1159 5474 677
288 647 2803 5329
1178 1315 3664 3991
979 635 5015 5408
75 675 4097 629
1226 357 3700 4069
261 577 1380 1911
175 1143 2385 4479
440 986 1911 3237
499 619 748 1914
1134 387 2075 3851
1140 757 2209 4069
1306 997 3150 4832
1116 914 1911 3991
1145 577 4097 4346
214 470 5509 3851
1326 1301 5474 4832
1150 1049 4926 4012
606 597 3851 4097
667 404 5015 3700
711 1123 677 5304
80 671 1126 5473
539 212 1911 5524
862 1124 629 3267
425 798 5524 2075
259 892 1462 5329
57 1063 3032 4012
357 1248 2803 1914
220 1057 3267 3443
779 1198 993 3743
608 1219 2385 3851
721 505 3991 993
1406 1142 5524 4832
834 684 3851 2803
111 1031 525 4097
498 309 1494 3150
340 765 3851 3150
1211 427 2209 5304
534 708 5473 3443
1374 263 3521 1451
1350 469 3991 4012
156 319 1494 5474
373 470 5231 4781
298 834 3443 2803
920 674 2075 5015
504 489 3521 2075
576 469 5473 2209
1024 206 5474 5329
1429 832 677 748
830 871 629 3379
150 736 2803 3237
1286 868 3267 4069
1437 917 3150 525
1014 795 5509 1126
1008 793 5524 1914
148 783 5304 1462
132 708 5473 3443
1018 1206 4069 525
27 1304 3267 1462
388 1344 525 4346
1184 940 525 2394
16 520 748 3664
612 556 5524 1451
1244 421 1380 5329
1306 840 5329 3991
908 228 5304 1590
294 643 5524 4346
1242 781 5509 3991
645 474 748 2394
348 684 3851 2803
158 564 3664 3521
1425 933 4781 1126
115 1047 2075 2803
791 486 1380 2075
745 924 2394 4832
767 1142 4832 5524
51 1304 3267 1462
484 645 4781 5038
1394 259 5474 5408
19 1197 1590 677
1253 1058 3743 1451
1053 1128 3032 3379
451 556 5015 4097
1138 954 5038 3851
866 632 4479 5524
643 574 1451 3379
745 477 748 5329
1176 617 1590 5038
74 429 319 5474
219 905 1126 5474
558 429 4479 993
581 325 5509 993
304 181 3150 5408
338 888 5474 1914
233 748 3851 993
1167 297 1380 3443
1423 1426 525 4479
785 811 5473 4479
878 357 5408 4012
523 702 3150 3991
69 213 3443 2075
245 314 5015 3851
421 103 3743 677
632 156 2209 3064
865 680 319 3743
592 1288 3743 1494
448 441 3064 3237
1233 1030 3743 4097
543 441 5329 1494
938 986 1911 3237
1008 821 3851 4346
682 528 629 1914
1316 857 3664 5304
62 779 5509 1914
622 656 1451 2075
116 944 5329 2394
622 551 3379 5015
1134 505 4781 2209
1387 936 3237 4097
349 642 4781 3991
1357 1444 2803 3743
471 857 3664 5304
348 228 1590 5304
282 713 3700 5408
905 206 3032 525
1021 779 5304 3237
75 540 629 1126
1081 920 3379 3267
901 710 4926 5524
274 728 3743 629
195 137 4926 3664
1304 646 748 1590
1171 974 629 3991
630 526 2394 1380
598 391 3379 5474
64 866 629 4012
666 533 3700 1590
623 1268 525 3379
101 372 5509 4012
1159 990 2394 4097
645 394 5231 5304
827 1114 3150 3237
30 426 3237 3664
935 495 1590 2803
38 1426 4479 525
1390 895 1911 677
1250 500 525 3664
133 1280 677 3991
43 1090 3743 5474
135 953 4069 3443
1014 800 2394 3743
1031 539 3664 1462
528 978 1494 2385
1293 942 3991 2385
730 399 2394 3443
926 670 5408 2803
24 536 2394 3521
977 177 1126 3664
420 159 5474 5524
694 999 5408 677
504 1207 1494 3664
1359 762 629 1590
370 513 5473 1494
21 863 1451 1914
686 372 1462 1451
83 1075 5015 3743
1284 409 1494 5408
251 1126 2075 4069
489 1165 4832 993
913 931 5038 5231
860 862 4346 629
1231 400 4069 5408
1156 1238 3032 3700
731 766 3032 2075
1289 728 1494 748
1372 795 2075 5304
1088 542 4097 2803
1212 428 4069 5329
261 134 319 5473
1046 818 5509 3237
467 364 1126 525
258 350 3521 5304
1286 526 1380 2394
514 641 1380 3700
1213 1426 525 4479
1190 1268 3664 3379
697 253 1126 677
1366 409 5408 1494
767 350 1911 4781
195 760 3991 2394
23 100 4097 1590
200 674 2075 5015
9 536 748 319
828 504 1494 1911
882 541 1914 4832
693 872 1380 677
1327 314 3851 5015
993 738 4479 3851
316 831 2394 5304
217 228 5304 1590
867 208 993 4097
993 1064 4926 4069
1191 881 1911 3032
732 714 1914 1462
218 1076 5038 3443
812 790 3443 525
878 1130 525 4012
193 1346 4832 5015
1280 1185 4781 677
1392 646 5304 3443
393 388 677 2075
1244 806 993 3267
13 256 1451 748
737 1128 2385 2394
1050 857 3443 3700
598 456 5474 2209
571 437 319 1590
225 182 525 4832
672 581 4069 1451
1365 1126 4069 2075
933 341 3150 5474
710 232 2075 1914
897 19 1494 4069
1247 991 5408 1462
1276 1098 3267 5231
896 1003 2394 3032
27 206 525 3032
125 1259 3991 2075
797 644 677 3237
594 426 3237 3664
1399 307 1590 5473
541 643 1451 4012
1438 469 2209 5473
1117 1117 3521 3267
953 796 3743 1911
1251 940 3237 5473
2 970 3267 5038
1099 156 2209 3064
405 357 4069 3700
1173 511 2394 2075
54 213 3443 2075
1256 473 2209 3237
30 616 5015 4012
15 1219 3851 2385
1138 551 2209 1462
661 401 2075 3743
852 361 3700 1494
667 1056 5473 2394
308 714 1462 1914
75 122 748 629
1404 662 4479 3521
620 1308 4832 2803
540 477 5524 3379
1244 323 3664 3743
538 818 1911 4479
416 581 4097 1451
1392 948 2385 1590
612 514 5015 4346
1081 855 1494 3267
461 643 4346 5524
1042 511 2394 2075
544 683 3851 1590
956 1166 1914 1494
632 411 5329 3521
1170 811 3743 5231
19 1268 5038 2075
1283 984 3150 2075
455 290 525 2385
1408 444 3521 3237
430 586 3851 5473
1344 660 3064 4069
736 535 5408 5231
180 473 2209 3237
991 883 3379 1462
1029 676 1494 1380
1056 411 5329 3521
1263 347 3267 525
276 1219 3032 4479
1083 783 3664 5329
676 629 3267 1126
487 1157 3267 2803
304 246 2209 3443
838 675 629 4097
262 893 5473 677
1163 633 319 4069
779 181 3150 4097
474 727 1914 5329
751 917 1914 4781
266 640 5015 5038
942 757 3150 1451
1302 378 1914 525
166 483 3521 1462
1339 827 4479 2209
1185 905 1126 5474
1354 1219 3851 2385
1147 387 2075 3851
1185 785 5329 3267
1258 431 3521 5524
987 217 993 4781
7 439 1126 3443
535 505 993 3991
907 550 5329 5015
801 783 3664 5329
1364 1234 525 1451
856 1207 1494 3664
402 614 3743 3443
1147 1270 748 2385
944 429 4479 993
1236 1226 3521 3032
169 205 3743 1126
642 778 4926 3267
1009 696 5524 3443
615 888 5015 1126
1356 924 4832 2394
742 1316 1126 4479
1247 924 3032 3150
898 219 4479 5038
1355 872 1380 3991
615 708 319 5015
386 1006 3150 3664
1353 484 1462 3064
498 26 5015 1451
741 750 4346 3064
539 933 4781 1126
823 809 3700 2209
195 504 4781 4346
986 743 3032 4926
190 1155 4069 1914
376 577 319 629
1221 315 5474 4012
908 715 3379 3064
99 954 3851 5038
1143 293 5524 993
265 696 4832 4926
270 418 5304 748
445 497 3521 4097
1064 940 3237 5473
524 712 5231 4479
824 555 3664 2394
704 723 4781 3443
79 922 3991 5231
1030 599 1494 1451
246 1114 3150 3237
1224 187 629 2209
743 127 5231 2209
985 1145 2075 1494
446 1527 5015 2385
1080 1234 1451 525
50 470 5231 4781
724 230 3700 3991
479 862 4346 629
668 821 3851 4346
1407 434 3064 5524
811 513 5473 1494
733 753 748 3379
556 181 3150 5408
220 728 748 1494
966 854 525 2209
1290 536 319 748
255 1176 5509 4832
395 837 5473 2385
1178 247 1590 5329
1135 412 4012 4479
1411 1323 5038 3664
702 1527 2385 5015
462 228 677 525
1265 205 4781 5329
1039 505 3991 993
308 1170 4069 1126
1336 301 3379 5038
508 408 5329 2209
526 639 3521 993
1108 753 3379 748
934 818 5509 3237
1098 1054 3743 5304
777 222 1911 3150
955 1129 4479 3267
639 1028 4012 2394
781 1499 5038 1914
121 799 1911 2385
693 991 3237 4069
1410 929 319 4346
187 1372 4479 677
1183 809 4346 5473
891 491 748 4781
43 867 2075 2385
380 550 993 319
810 1445 3700 3743
859 498 1911 4069
122 757 3150 1451
422 614 3443 3743
585 78 629 3851
221 16 1126 1914
595 485 4926 1380
644 1201 3379 4832
687 357 5408 4012
939 971 5231 525
309 482 319 3064
1040 244 748 3443
1163 470 4781 5231
17 929 319 4346
602 404 5015 3700
695 330 2075 629
1290 1197 677 1590
87 721 5231 1494
1119 664 3700 3150
627 1125 3032 4069
181 256 1451 748
566 717 629 677
253 635 1914 3267
616 400 993 4346
146 235 4781 5408
866 1223 4346 4926
279 619 1911 3379
882 263 3521 1451
386 569 1126 3032
285 1499 1914 5038
1333 1033 4832 629
729 1499 5038 1914
777 1049 4926 4012
890 532 4781 3851
1050 276 5038 2803
1207 372 5509 4012
1371 1123 677 4097
110 994 3443 3379
948 557 5304 4346
1309 256 5015 1380
820 307 5473 1590
1229 843 3237 4781
569 1125 3032 4069
3 632 2803 3150
860 213 2075 3443
990 233 4097 5473
960 656 1451 2075
494 659 1126 1380
1117 584 4097 3700
942 1081 2385 3443
594 339 4012 5524
256 747 1462 4346
237 332 4781 5473
791 381 3150 319
1094 647 4926 5329
1037 818 5509 3237
174 1119 3700 4926
96 731 1126 2394
118 570 5329 629
881 873 3991 3521
848 984 2075 3150
1352 496 3851 5329
113 1060 2209 3032
662 757 1451 3150
1008 1124 3150 1462
506 879 2394 4781
363 444 3237 3521
511 210 4479 3991
932 933 2385 5038
1133 894 5038 3064
857 738 4479 3851
924 1397 3379 3743
994 620 5231 1590
68 318 1590 3379
1030 376 1380 5474
292 927 3150 3443
155 468 4012 5038
268 647 993 3064
997 940 5304 3267
323 819 2385 319
757 511 2075 2394
1325 532 3851 4781
587 1088 4097 3032
348 1206 525 5038
1143 444 2803 5474
1187 1482 2803 525
1388 600 1914 3237
482 102 3851 1380
1189 102 3851 1380
747 193 3379 4346
38 628 748 1911
1221 1123 677 5304
1330 891 3150 1914
349 428 4069 5329
252 180 4012 3379
480 1090 5474 3743
99 924 3150 3032
911 821 4346 3851
165 709 748 4069
489 359 5304 1380
1191 410 3237 1451
250 357 993 5329
30 680 319 3743
1268 740 5329 2075
1409 1268 2075 5038
1227 391 3379 5474
887 714 5015 4926
544 216 5474 1590
593 233 319 5408
207 175 2209 748
1206 646 3443 5304
1329 608 1126 5231
1231 707 5329 4346
1059 731 5015 3150
900 702 3991 3150
559 488 3237 4926
7 484 1462 3064
1194 188 5524 5473
848 426 3664 3237
863 872 1380 3991
629 1141 4926 4479
390 785 5509 5038
181 976 3267 2209
1112 999 2385 5524
572 298 319 5509
1132 875 5524 3237
1011 566 748 4097
1434 1223 4346 4926
1010 1303 1914 4479
665 76 5509 5329
160 1130 4012 525
1339 513 5473 1494
694 217 993 4781
409 1053 5524 677
618 46 1911 5473
1314 956 1462 525
16 1301 4832 5474
744 810 2075 5408
768 645 3443 5509
957 500 3664 525
503 105 5473 5408
1028 374 4346 4012
861 748 993 3851
686 912 3032 5473
499 256 4069 4781
247 899 5038 3237
50 806 3267 993
1231 872 1380 677
790 831 3743 748
1017 259 5408 5474
1205 875 5524 3237
417 497 4097 3521
483 276 5038 2803
145 986 1911 3237
258 176 5329 5304
1396 785 5509 5038
243 864 3064 677
817 831 748 3743
1416 1096 3032 629
299 796 4097 4926
627 270 1914 677
1248 805 3267 5524
494 1346 5015 4832
242 233 5408 319
1029 1157 2803 3267
210 413 2803 993
795 1391 677 4069
975 647 4926 5329
184 412 3064 5329
373 1003 1590 3237
1059 497 1380 319
1434 152 5038 4346
702 584 3032 1914
1421 470 3851 5509
1268 412 5329 3064
742 796 4926 4097
91 178 629 3064
677 291 3664 3443
595 405 2209 5509
892 1444 525 3700
760 994 3379 3443
93 1081 2385 3443
492 213 2075 3443
1002 341 4012 5304
326 757 3379 5231
1348 419 5473 993
1144 1280 3991 677
1397 243 2803 3379
1356 1300 993 677
1126 1049 1911 1462
621 647 3064 993
854 387 3851 2075
1249 954 5038 3851
988 1042 3991 4832
185 852 5304 1914
1310 402 5329 4012
1436 436 3237 5015
1360 704 3521 3379
744 297 3032 3267
956 418 5304 748
802 708 3443 5473
29 1176 4832 5509
1256 969 1494 2394
992 428 4479 5015
1336 671 3521 3150
1078 325 5509 993
947 512 3064 5408
867 1133 5304 2385
43 418 5304 748
999 1048 5015 677
234 832 4069 629
263 396 319 5304
79 1054 5038 319
944 914 3991 1911
1348 514 5015 4346
922 307 4346 1494
1353 1166 1494 1914
224 1003 1590 3237
1303 412 5038 1494
440 659 1380 1126
8 404 5015 3700
5 376 3743 4926
523 1215 3991 525
705 604 3267 1911
569 1206 4069 525
202 466 1451 4781
913 243 3379 2803
1219 536 319 748
394 434 5474 748
766 965 3237 3379
156 577 525 2075
813 1335 5015 3267
212 483 1462 3521
82 831 748 3743
1190 641 3991 1451
682 595 3851 5408
947 1128 2394 2385
1236 896 2385 5408
1233 676 1380 1494
597 991 3237 4069
454 1142 5524 4832
912 1143 2385 4479
665 857 319 3237
1233 999 5408 677
552 664 3150 3700
1282 146 4346 3991
153 68 748 3521
1143 721 993 2209
156 738 4479 3851
1248 272 5329 3150
794 57 5524 5509
1298 872 1914 4097
15 735 5473 2075
91 488 3237 4926
920 659 3521 1126
63 1042 4346 3267
346 1141 4926 4479
1370 1397 3379 3743
34 986 3237 1911
668 614 3443 3743
1288 1081 2385 3443
480 781 5509 3991
627 971 5231 525
117 127 2209 5231
727 1284 3267 2394
384 1304 3267 1462
26 681 4012 3521
344 670 2394 4479
1134 528 629 1914
623 272 5015 3064
718 399 1494 5509
563 1344 4346 525
942 146 3991 4346
1207 206 5474 5329
895 439 1126 3443
559 1280 3700 1914
1353 300 3991 3379
805 962 1914 1590
1116 1262 2803 1126
1002 431 3521 5524
271 148 5329 4097
1157 953 3267 5474
511 370 3743 3032
1099 578 1590 3521
132 917 1914 4781
1283 485 4926 1380
295 1177 3032 5231
137 965 3379 3237
739 953 4069 3443
824 520 748 3664
804 671 1126 5473
399 1183 3521 4832
218 785 5038 5509
759 296 3150 5509
573 574 3379 1451
385 747 4346 2394
453 607 2075 319
801 585 3064 1590
335 420 3991 4069
60 892 1462 5329
343 832 4069 629
592 495 2803 1590
1369 470 5231 4781
608 1042 4346 3267
957 550 5015 5329
47 658 1914 5473
134 967 5509 3743
746 1372 4479 677
65 857 3443 3700
263 521 1590 4479
1032 932 4012 2385
1074 1099 4832 5329
107 1090 3743 5474
82 154 5509 5408
530 855 3267 1494
271 822 5231 677
590 531 1380 5473
1396 1497 3743 4346
76 387 3851 2075
120 867 2385 2075
913 228 5304 1590
251 541 1914 4832
1415 483 5231 319
173 400 993 4346
38 731 2394 1126
143 766 3032 2075
744 197 4069 1590
600 567 3521 1911
639 831 2394 5304
1068 176 525 3743
508 426 3237 3664
486 693 3700 5329
154 905 1126 5474
1137 458 4926 748
780 477 3379 5524
167 641 1451 3991
659 1335 5015 3267
950 1139 4781 525
89 1122 2385 3237
1277 506 4097 1380
75 668 5408 629
393 1499 1914 5038
427 604 4926 1462
26 809 2209 3700
714 578 3521 1590
267 1003 5473 1462
14 335 1451 629
801 1401 3032 1451
887 253 4097 4012
222 1292 3700 1126
492 1167 3700 2385
1172 1003 3237 1590
944 357 3700 4069
1095 610 629 4781
488 415 5231 5474
472 716 3700 3851
1190 555 2394 3664
380 1344 4346 525
1392 988 677 5329
675 969 1494 2394
736 778 3267 4926
388 163 4097 5474
117 1372 4479 677
79 1247 3032 5474
1154 399 3443 2394
1370 310 4346 4069
896 520 3664 748
134 590 319 4012
162 901 629 525
1070 506 4097 1380
999 702 5231 4069
24 9 3991 5038
1419 300 3379 3991
1112 440 4781 5015
826 1046 5509 677
628 1181 1126 1494
1396 381 319 3150
90 400 993 4346
253 291 3150 4781
1323 42 3064 5231
755 1168 4479 3664
779 293 5524 993
630 222 1914 3743
224 979 4097 2385
688 944 1462 4097
1111 932 4012 2385
594 758 5408 1914
1259 511 3664 5231
142 778 3267 4926
928 868 1590 3443
193 370 4832 3267
639 1267 2385 3521
509 887 4097 1126
301 422 3379 3150
1351 400 5304 5015
1294 644 3237 677
1243 894 5038 3064
238 19 1494 4069
707 65 3064 748
583 852 5304 1914
168 812 5509 3664
1431 1145 1590 4832
1223 651 3521 4069
705 708 3379 1380
861 716 3851 3700
1205 805 3267 5524
670 441 1380 5524
651 566 748 4097
1368 555 2394 3664
1378 806 3267 993
435 401 4097 3379
864 361 3700 1494
563 585 1590 3064
1347 998 525 748
493 211 2385 4832
130 564 1914 3851
800 626 3379 5473
1324 1090 3743 5474
1124 936 3237 4097
934 272 3064 5015
1370 1085 993 2075
794 770 2803 2209
1229 704 5408 4926
1136 550 5015 5329
384 323 3664 3743
1228 1498 1126 5038
761 648 2385 1126
1375 315 5474 4012
447 703 4926 1451
204 57 4479 2803
661 487 319 3521
334 703 4832 2075
1383 434 2209 3664
591 1271 3379 1914
1059 477 748 5329
710 984 3150 2075
842 52 1462 2394
733 1122 3237 2385
954 574 3379 1451
161 504 1911 1494
472 640 5015 5038
911 668 5408 629
876 1049 1462 1911
477 481 5509 5015
786 871 629 3379
983 608 1126 5231
943 716 1462 1126
154 500 3664 525
1125 826 1911 3700
660 875 5015 1914
1390 403 4926 3851
1420 700 5038 3150
232 980 2385 5329
496 1155 3700 3267
340 593 1914 5231
275 462 5231 5524
1275 903 3743 5408
1221 922 3991 5231
1232 78 2075 3664
572 757 3664 5473
756 1091 5524 3032
750 785 5509 5038
888 649 4926 1911
1113 827 4479 2209
448 511 5408 3521
1266 1003 3032 2394
84 906 525 5408
241 513 1494 5473
1286 649 4926 1911
1037 1126 4069 2075
967 273 4781 1494
236 26 3700 4479
1069 422 3379 3150
21 1391 4069 677
194 674 3150 3064
934 999 2385 5524
472 1049 5509 2385
935 441 1494 5329
1165 1406 677 4346
593 240 3150 5524
1318 610 4781 629
282 988 5408 3032
474 1495 677 3379
558 1117 3267 3521
775 408 629 3664
280 1165 993 4832
661 811 3743 5231
1369 1316 4479 1126
875 176 5304 5329
410 323 3664 3743
418 1170 1126 4069
88 984 629 5038
170 539 1126 319
1423 319 5304 5473
768 739 748 3150
1407 1182 1380 4832
284 405 2209 5509
365 1155 3267 3700
193 691 5231 3700
1184 633 1911 3851
1365 208 4097 993
265 1123 4097 677
871 692 5473 5015
1244 1143 2385 5474
1406 1495 677 3379
1423 945 3851 3991
660 1139 4781 525
901 642 319 1494
