100 10000 10
320 853 1649 5641
1400 371 1186 3776
1173 1085 3216 4108
1238 908 550 2864
994 480 921 2837
530 683 4637 2160
996 653 457 3331
970 1045 1603 1187
1093 1357 2629 1672
682 1231 5012 972
875 579 568 1042
835 529 5641 3801
568 613 5232 5664
238 396 921 3414
1171 291 3595 4568
774 232 5433 2160
938 693 3007 897
359 494 3331 4515
404 230 3649 4988
676 694 897 4637
821 622 568 4837
336 338 330 5187
201 856 1099 5255
1368 958 1099 3074
756 1253 3074 2390
966 281 5057 309
417 524 4108 2342
937 1003 5641 2955
1324 356 2642 550
339 1211 2864 3227
487 973 5664 3049
489 1264 3095 3975
1093 258 4988 5255
547 936 4837 3595
812 1084 4213 5433
130 872 2541 4988
88 246 309 4401
369 567 4568 5255
249 752 5664 2933
819 45 5232 1733
1195 1046 739 2317
812 1251 1603 3705
376 188 4823 3074
327 1249 3801 4108
1033 949 4750 3043
400 1076 3571 1186
898 1023 3776 1403
203 478 5433 3801
368 33 618 330
103 343 5012 5187
84 996 3007 3095
1003 192 3801 3095
190 704 3571 1187
853 1134 4637 5187
1096 169 5232 2323
492 473 4108 972
1319 900 2175 1455
1113 204 1042 2342
813 809 1603 2175
303 1390 3877 897
1234 936 1978 2160
1213 802 1603 2541
601 854 2517 3595
364 681 3571 4973
920 802 1491 897
331 706 593 1649
1351 1048 631 3888
1188 612 897 1844
84 1133 3049 4988
1295 905 1338 2517
1065 421 2390 921
589 919 4971 3776
680 650 2933 2955
402 46 1491 593
1265 1455 2629 309
112 385 1099 618
1405 1330 3095 3227
412 813 1338 921
88 552 5075 2390
672 752 2629 2175
701 799 4637 3877
131 813 3595 2642
1404 692 1455 3649
264 1096 5055 5433
442 271 1733 2317
28 681 3216 4837
826 1237 2541 3007
1147 33 4401 3877
793 918 1582 5255
448 920 5232 1844
417 721 2209 5055
110 549 1455 4971
997 1003 4134 4823
414 608 4213 5232
167 573 631 2390
1175 907 1582 2837
634 916 3379 2689
1335 679 2642 1603
148 1249 5055 5187
1347 776 3414 2837
469 840 1582 4837
1329 746 5280 1603
70 460 4750 631
380 767 972 4213
965 827 618 1187
211 513 2390 4637
1109 327 4515 2342
489 1481 618 3705
331 957 457 2317
724 1272 3888 3571
644 1366 739 1186
793 338 5187 330
1173 449 3095 2175
181 480 5232 3649
1089 558 4750 5280
1331 650 3216 2879
809 49 3595 2864
348 240 4515 2629
968 1025 4823 5057
454 834 2317 1453
822 904 3776 3595
923 510 4973 921
738 1067 1649 4973
1264 874 1491 4108
1349 21 5280 5433
1286 924 4973 1672
556 501 2342 1186
1231 695 1403 4213
328 590 3414 2879
619 196 1403 1338
570 493 3216 3595
780 313 4637 4515
753 897 5433 3007
816 852 2175 4401
1221 384 631 4108
1367 703 4823 3975
23 216 2209 4973
1052 883 4108 593
621 668 702 4973
503 1025 1099 2209
1422 1257 3119 4988
1143 281 5057 309
202 1156 5055 4988
1212 1149 3801 972
35 171 3227 972
512 1124 5075 631
965 1119 1338 593
893 583 1649 1499
514 224 3227 1338
542 1026 3847 5057
117 1032 2629 257
1247 723 2864 568
663 1016 5280 1403
414 1276 2706 257
325 1481 3705 618
177 590 3414 2879
1256 137 2689 4837
1111 738 2323 3414
1101 575 5057 3331
1171 827 1733 702
627 428 2342 4637
40 425 702 4515
1246 113 4750 3331
1062 315 5433 3095
48 1085 3043 5187
865 684 4837 3975
305 1019 2864 2209
1399 1201 1460 972
495 427 2864 330
1223 361 3847 2209
1205 948 4637 457
297 679 2642 1603
1082 40 1042 4750
753 1177 3595 4515
523 1136 2955 972
299 325 457 4971
466 959 2689 3877
549 1069 4489 4988
129 738 4988 2342
905 1286 3847 1455
538 473 618 2160
458 577 897 2175
600 686 5055 3975
60 1185 3043 1099
692 954 2517 4568
1124 931 3007 2864
1405 1122 3227 593
41 402 5664 5075
638 722 2706 593
106 652 257 4940
928 1268 2226 257
851 373 897 3705
1227 1139 4823 1187
422 528 5055 3847
810 224 5641 4988
1230 769 2706 1491
1195 228 2933 1460
1108 100 1582 3227
306 821 4568 2879
412 708 2323 3095
1212 516 2879 593
623 788 4971 3649
282 1201 4973 3007
704 515 4108 2689
1386 477 1672 3649
945 695 3095 2310
1104 672 5055 2864
1394 704 257 3095
923 576 5433 4837
862 642 897 5255
341 608 4213 1582
207 945 4971 4750
966 1056 3049 2323
525 937 1453 3007
1223 303 702 3049
675 754 2642 4108
605 714 4134 3049
576 532 4108 2317
704 443 921 3776
849 1076 5280 5055
463 867 3074 4007
1105 400 5012 2864
1401 462 3414 2226
960 974 2642 5280
764 876 309 3007
919 885 2642 4971
1343 582 1187 1491
96 1008 5433 1403
1293 708 4637 4108
794 777 2689 4988
323 813 3595 2642
1221 625 1582 1187
846 263 2317 2209
1178 840 4973 1603
1097 938 4637 1460
678 441 309 1491
609 595 1453 3595
684 1152 2226 1672
599 116 3877 3595
1407 610 4988 921
1088 576 2955 3877
1169 1156 2864 3847
416 1174 2160 972
1364 1084 4213 5433
1402 393 2209 4134
441 575 3331 5057
212 1050 4637 4988
9 1252 2310 5055
408 609 1455 4940
418 450 5012 4007
887 113 3074 972
710 176 2209 4837
994 1133 4213 309
259 816 2310 3414
778 1343 257 4973
307 1033 1338 2689
23 396 4108 4515
884 303 702 3049
106 511 2342 2517
296 1024 5433 4489
807 1072 2209 1338
395 1099 3074 2342
25 1320 5664 568
671 452 897 2342
633 836 5187 1042
751 1158 330 4108
263 839 3007 1649
1220 822 4750 3571
1296 1288 3227 5075
1220 154 2933 4568
831 588 1042 5280
1088 445 330 1649
282 365 593 3379
267 911 2310 3571
713 637 4988 1186
396 344 1187 4837
815 609 972 1455
869 729 3007 5187
440 1019 3595 4973
1248 602 4988 4401
960 311 1187 897
79 506 3595 5075
882 596 1844 1338
1229 450 3888 2706
65 119 3888 3877
794 462 3414 1338
842 476 3801 2837
104 1199 5057 1978
905 1120 309 972
215 1055 4940 4134
26 1172 3043 593
889 97 3379 618
191 784 4750 1672
965 1177 4007 3705
875 445 1649 330
297 599 2175 2706
110 1162 5057 4213
323 1109 897 618
586 674 1187 1186
885 1134 2342 3007
872 766 2642 4401
1250 499 4134 2390
228 933 921 4568
967 817 2317 5664
727 262 309 5075
93 747 1042 1460
901 707 4750 3975
1087 338 2310 1844
534 243 2209 2323
1419 203 457 1499
852 1010 1403 1042
534 984 1042 3119
762 270 3414 1403
161 747 2209 3705
760 1341 1672 1582
853 705 4940 921
315 1344 1978 1672
1274 579 4489 3331
1098 717 1978 2541
1273 528 1460 5664
726 1074 5433 3705
145 1113 739 5255
679 121 3975 3705
1099 1007 3227 3649
1273 569 2310 972
82 1300 2310 2955
879 1018 1460 568
916 1031 2226 5057
428 1362 1844 2955
173 414 3227 3007
1124 1351 3043 1672
88 578 309 3649
267 1194 1499 1582
733 1007 1403 2390
84 525 5664 1672
545 533 3595 5057
190 675 2390 2629
468 1173 1672 4515
941 581 457 1455
961 853 739 1649
506 867 3074 4007
44 938 4940 3007
367 928 2689 3801
540 1132 2689 4007
597 782 3043 4637
114 284 1187 2390
1002 944 2933 3007
822 133 3975 1978
850 1271 4213 2837
488 1198 5057 1403
1138 999 1453 4515
645 474 3975 1338
340 489 2955 1603
1157 137 4837 2689
931 440 330 2160
1065 919 4007 1338
72 539 4108 2209
16 159 1672 5075
629 1098 4515 5012
515 255 4750 2879
1415 1107 897 5012
5 1343 739 3331
565 477 3649 1672
484 829 3227 2342
366 612 5012 3776
296 708 1491 1649
691 1254 257 5055
175 839 4971 3007
654 667 257 593
191 692 5057 921
1059 809 2541 330
755 1320 3705 3888
1020 519 4489 631
397 1338 457 3227
866 151 4007 4401
272 1452 4108 4007
41 956 3847 2837
1048 155 1733 1042
1107 1013 5187 2955
1197 1149 3049 309
109 828 4837 3801
423 813 3595 2642
1215 756 3414 3776
1385 569 3649 2689
523 105 702 3975
1000 932 2642 972
745 729 568 1733
1270 1008 3414 1453
1023 187 4988 3216
761 890 1582 4489
615 809 5075 2541
816 565 4973 4108
985 1126 257 3776
504 1022 3847 4988
912 858 4213 2160
1135 1016 5255 972
30 980 2541 3049
1168 590 5232 5075
148 1208 5280 3119
633 440 1186 330
1117 87 5055 4489
1093 661 2933 5433
130 533 2955 2390
306 536 3095 3331
576 604 4108 2541
368 1187 3007 4489
1264 1246 3571 3877
555 888 5664 972
473 990 568 2175
814 1445 3414 3595
1078 1146 593 739
1375 516 3975 3074
560 832 921 5012
104 158 2541 2689
1008 453 5232 2955
1173 1445 3119 330
1214 230 3649 4988
565 594 3379 2310
368 40 2689 2342
80 268 2541 4134
589 1214 3227 1453
815 352 1455 3007
134 1247 4988 4213
973 708 2209 330
826 664 3595 5187
479 1140 1491 5055
1066 828 3331 1099
1178 810 3227 2689
415 818 2175 3877
495 343 2517 2226
225 560 4489 3847
852 712 2342 3095
461 1148 5255 3119
621 993 1453 2642
1384 484 2175 2541
573 194 3801 5075
1180 411 4973 4213
151 1178 3595 3571
920 387 5057 2160
953 525 2310 3074
936 382 3705 1338
635 629 2879 4988
913 47 457 5012
1274 343 3801 2864
126 1343 257 4973
1229 904 4971 2175
125 549 2342 4213
652 249 5664 4988
494 1337 1186 3049
148 1264 1455 4837
878 369 2642 631
265 1040 2864 2879
564 621 4489 4401
341 405 2879 2226
442 990 1499 2642
125 755 3877 2837
1053 576 4134 3227
228 1175 257 1733
1324 1031 4971 2541
693 437 3414 631
13 369 1582 3074
822 186 1978 4108
1220 612 5055 1603
1285 824 568 2879
198 668 702 2642
911 394 921 5641
861 86 550 1042
1357 1054 4515 4940
1109 634 3877 5187
781 965 2933 2342
15 436 4401 3095
1059 1205 972 3331
99 492 2226 568
1056 484 3649 1844
629 673 1499 2706
512 312 5641 1499
365 379 5664 2160
187 1172 593 3043
758 1355 2323 2310
875 892 2390 2864
814 1477 3414 1603
1070 495 1582 4134
596 524 457 5664
1395 1158 330 4108
929 572 4837 3649
824 555 1453 4971
1335 900 4637 618
378 838 1844 2390
1062 1116 2209 4007
519 1341 1672 1582
627 694 330 4837
1399 870 1649 2160
776 355 921 4108
1419 471 5433 3379
165 337 4515 2323
1406 394 921 5641
164 756 1042 4568
437 442 4515 1733
446 478 4401 4940
1428 1031 2317 1844
1156 980 2541 3595
959 1166 972 1453
582 892 3801 550
1438 1145 1453 1978
262 593 3776 2517
436 72 2209 2342
1032 197 1042 2689
847 1158 3776 972
70 281 1649 3888
897 788 2310 1582
1069 1137 4515 1460
87 561 4837 5055
206 660 1844 1978
710 982 4637 1338
114 1065 4515 330
659 617 3074 1844
289 535 5232 631
340 571 1582 921
1062 668 2642 702
636 1058 972 1491
894 1150 457 4134
1023 670 4750 1491
855 530 921 1491
1038 815 2209 3888
110 405 2879 2226
1117 910 3847 593
889 574 4940 4007
1030 571 3847 3043
537 534 2517 3331
1296 728 4401 257
287 299 1460 3877
106 383 4515 897
17 682 1099 2310
858 746 972 4134
803 411 4973 4213
370 746 972 4134
1179 531 4515 2955
1382 1252 5055 2310
387 623 1491 257
1015 973 1187 3074
1284 75 2323 2541
567 1068 972 5280
519 1246 5055 1455
1090 807 593 897
366 673 4007 4489
1085 253 2390 550
898 621 4108 1844
350 1343 702 3216
839 754 2879 3705
545 462 4489 550
1418 373 3705 897
30 952 4988 3414
30 233 3414 702
833 817 568 3414
597 703 2629 3331
744 839 1042 2864
951 1129 4940 631
539 1293 1603 702
410 356 3595 1672
1357 1268 2689 4823
228 1361 702 3888
1374 1289 1042 1455
710 738 4568 1733
876 572 3649 4837
1420 326 2317 2517
137 285 921 2879
150 704 3571 1187
1197 669 3776 4213
342 504 921 1844
852 49 3595 2864
605 1031 5057 2226
1013 1107 2879 1649
1076 292 4489 2706
1185 720 3119 2642
989 40 4750 1042
598 1457 702 3801
1226 1280 2310 4837
635 1218 3414 618
742 662 2310 5012
820 166 3571 3119
1285 1118 3227 4988
803 471 3379 5433
718 1137 921 3877
931 513 5664 5012
964 1053 3801 739
1158 1395 3043 4568
819 800 5641 3877
897 176 4837 2209
364 949 1099 1844
942 1211 5187 3571
1110 1026 3801 2517
1095 1348 550 1455
576 1249 5187 5055
263 951 1455 3571
904 1138 4134 2864
1041 263 2209 2317
682 747 1460 4750
1417 740 1672 1733
1437 1168 1582 1453
1211 104 1453 3216
1335 671 4515 2160
975 809 1582 5055
1144 1007 4823 4515
1351 759 2342 330
1340 1137 631 330
660 648 2864 4988
1095 726 3227 568
1118 781 2541 1453
1108 818 3888 2310
369 76 1453 4940
1031 565 4973 4108
61 126 2879 2342
1013 513 2517 2629
413 769 3888 2541
633 1111 2310 2390
941 1285 2310 4750
1054 878 4489 1978
225 1088 972 2323
917 1004 2642 5057
360 1190 5232 257
1063 1182 3043 2864
1000 1538 3571 1460
1267 944 4988 4108
872 149 2317 2323
77 484 2706 4213
1099 1044 1491 631
531 903 5255 3975
367 375 4134 4837
584 809 3049 921
1180 1025 2226 5075
230 924 2837 3074
508 918 1603 4823
111 1343 4973 257
55 650 3216 2879
123 604 2541 4108
215 995 739 5641
992 659 3216 1844
412 120 5075 618
1033 1073 3227 2160
957 752 2175 2629
551 795 2629 4823
720 1274 2879 4823
1269 257 3649 5187
586 275 921 897
269 322 2342 2175
823 497 4515 2390
310 786 1186 2837
1096 729 2317 5433
398 1172 1978 1499
574 202 5433 1453
415 1136 3074 1460
984 631 1649 4988
147 797 4401 1042
738 1187 5012 4108
621 703 1042 1603
1186 432 3571 4515
780 608 5232 4213
1245 1147 4515 4568
1380 729 4823 4971
331 260 3595 309
589 699 5433 2541
944 525 631 3227
1164 770 3776 309
462 618 1186 568
955 948 4637 457
702 1114 257 2390
1354 681 1460 5232
1159 120 3095 1453
971 1050 2317 3595
1174 852 4134 739
323 777 2879 457
1140 1436 3877 1978
1350 664 3649 4973
103 715 3801 3776
796 1092 4213 3095
1189 1009 2310 1187
571 445 3649 618
790 380 330 5433
841 549 5075 3776
1010 905 3801 921
843 757 3877 3649
695 104 1978 702
1128 960 4489 3074
166 1076 3571 1186
97 887 4823 2837
985 965 2342 2933
452 983 3007 3847
749 319 309 1499
907 1089 1603 3074
1408 282 2955 1186
814 216 1499 1672
469 709 1844 2160
1263 1292 1403 1460
1352 475 3379 2837
1325 982 2642 3801
442 366 2689 631
845 655 3975 3007
1008 403 631 2342
522 1117 739 3649
230 85 4837 550
1308 605 257 3379
1070 576 3801 2160
656 820 2517 3049
1161 945 593 4134
64 1253 972 330
784 952 1186 897
63 729 309 1844
168 602 1499 1844
66 926 3043 4837
726 598 2837 2879
149 963 3975 5433
619 927 2517 4971
1135 430 3414 3049
1387 1058 4940 4108
227 220 5280 4988
378 472 1603 5075
1385 599 3331 5641
564 106 593 5433
233 1460 1844 5055
1042 1250 3074 2706
79 606 330 5232
1039 694 4823 3414
1383 1313 4515 1455
807 576 550 897
662 796 2706 4988
705 739 4750 4988
67 677 2541 3705
905 764 4940 2689
34 1099 3074 2342
728 1235 3595 3705
211 387 3888 5075
45 957 457 2317
1046 1031 4971 2541
989 507 1186 2317
1164 659 1733 618
1379 304 3776 1187
850 453 3571 2226
1208 770 3801 1733
1053 1304 3705 3877
325 1422 2390 4823
1316 1201 2390 1338
1169 542 3331 1499
373 1108 4750 3049
193 708 1455 5280
320 450 4007 5012
980 1111 1042 3049
985 977 4489 1338
408 738 3414 2323
870 12 3801 3379
1419 355 1844 1455
89 599 3331 5641
1153 822 4973 3227
1329 813 5641 2317
561 589 2629 4837
968 765 2642 2864
204 836 1042 5187
286 1502 1672 3571
1411 468 5075 4971
34 627 3847 1403
383 861 4973 1403
177 583 4515 3227
1195 123 1582 3043
476 838 1844 2390
376 1396 3975 457
574 800 3877 5641
536 1322 3877 2629
203 1243 1672 631
423 1351 3043 3379
710 262 1582 2629
804 822 921 4213
902 616 4489 2864
626 143 457 5075
1399 631 1455 1453
332 1249 3049 1460
754 1253 568 4988
1161 1020 3007 4213
1094 855 4988 4973
97 1382 309 1978
1332 619 2706 5012
480 461 1186 4973
1254 440 330 2160
440 657 1042 3888
272 594 3888 1491
604 318 1453 5664
1231 905 897 2310
952 716 2160 1603
478 673 5433 4973
576 585 257 5664
340 821 4750 1978
121 525 3227 631
1303 199 309 330
1424 1134 2517 5664
1415 1067 2879 3007
912 680 2955 4007
1296 1106 3776 1455
724 761 3216 2689
1237 1165 2226 3379
43 1205 972 5075
1135 168 1491 2837
1216 1448 4971 897
248 1026 568 457
1126 981 739 4401
993 253 2226 2629
1150 1396 457 3975
1070 122 2837 5187
226 670 2706 1187
24 874 1491 4108
1379 713 5187 2209
1074 945 4750 4971
722 1133 3074 5280
843 568 1491 2933
529 675 1187 1499
1394 287 5641 1453
976 50 3379 1460
186 581 1187 1978
746 1214 1453 3227
349 147 2933 2864
736 723 2955 3095
117 295 330 3888
441 1244 1649 702
1386 93 3877 1099
750 805 2517 2175
960 839 1042 2864
399 662 593 2310
803 720 2175 2955
821 723 2955 3095
1238 667 593 257
437 1293 1186 4823
131 519 2342 2642
1186 461 3414 1187
1073 1220 1099 921
235 576 1042 921
1196 445 3649 618
27 139 2933 3595
201 440 330 2160
48 1161 972 3379
116 369 631 2642
793 1013 2955 5187
147 540 1733 2642
1382 511 2175 330
996 60 5255 5433
1231 1113 4007 1403
859 751 2629 2955
758 686 330 2310
773 804 2541 3216
821 250 2209 2175
809 403 593 4568
163 954 3877 1844
310 833 4489 330
125 46 550 2541
1121 1120 972 309
784 1240 631 2310
76 881 2629 5664
834 733 5012 2879
855 380 4134 2642
958 1098 5255 4823
815 1170 5664 4213
734 416 3649 3776
846 938 739 2837
899 840 4515 5280
269 881 5664 2629
913 347 3227 2629
979 192 3571 1582
616 1326 2160 4823
370 575 3776 631
1019 183 2323 3331
927 91 4637 2642
457 690 3877 1455
1230 1315 2629 4007
583 537 4750 921
1390 262 1042 2706
86 290 3571 3049
1028 576 550 897
810 963 1649 2390
130 518 1099 4940
1075 1105 2879 3074
16 739 257 3877
644 533 4108 1338
114 674 2310 618
303 675 1499 1187
1210 726 3227 568
1074 622 1455 5012
297 1398 1649 3414
651 1035 4988 2226
1401 191 2342 2317
268 474 593 3776
1217 369 4750 2226
487 1357 3043 3216
125 619 5012 2390
1105 461 4973 1186
1318 228 2933 1460
905 1281 593 3119
652 373 2226 1042
225 389 897 631
1297 730 1582 2342
174 1044 1099 3049
499 621 4108 1844
319 1014 1978 5187
92 1098 5255 4823
920 1182 2864 3043
378 917 4108 1455
1425 622 1042 2629
1010 609 972 1455
290 371 4108 3847
1387 914 2317 2837
111 779 2879 5055
290 1137 2175 3049
500 966 4750 4007
1130 1008 568 921
853 1153 1649 3227
101 531 309 2837
1268 917 4007 1844
1108 820 4637 3227
1360 898 1978 2837
1233 976 1582 5433
434 281 4973 4637
799 1123 2310 3776
408 333 2175 1491
1189 1173 1733 2310
387 232 5433 2160
293 1268 2689 4823
912 413 897 3227
142 1048 3847 330
75 735 4971 4489
680 1145 1978 1453
374 533 5057 3595
771 827 2541 3043
802 1487 3379 3571
786 1026 3847 4940
689 662 2310 593
1430 363 3595 1460
508 1138 3049 3877
788 384 4213 2955
144 208 2689 2390
434 525 1672 5664
293 1122 4007 3571
1016 707 1733 1460
143 878 3649 2955
925 1336 1455 2323
172 425 550 4213
50 825 257 1603
660 1404 4401 1978
133 861 1460 921
1018 1094 618 4134
355 542 2160 1672
689 760 2517 3414
888 971 921 309
309 857 2933 2323
674 356 3216 2933
290 1278 2226 2310
730 790 2689 330
1103 653 4837 1453
624 572 330 3331
875 1189 1042 1338
492 604 4108 2541
27 104 1453 3216
1165 232 4837 2879
229 1095 1186 3414
646 27 1672 3379
578 1104 972 4837
330 1040 2706 3119
20 1299 3331 3007
156 721 3705 550
1398 866 702 2390
