200 8000 5000
815 1006 1149 2215
911 972 1535 3437
390 1247 2834 1627
478 1219 304 5526
676 449 3208 2907
659 708 2486 2368
902 574 2343 3051
316 151 2932 304
1207 830 5343 2315
619 233 1076 1437
76 1318 3295 4166
657 1011 5571 1274
972 252 2679 2315
1319 917 2070 334
990 830 4401 5610
586 743 3555 1752
943 899 5116 2064
915 979 2932 2105
682 1365 5669 3364
1173 568 1580 3990
1249 860 2981 725
466 1174 2841 2932
1310 386 1740 2627
1189 736 864 2661
739 1304 2070 4130
1325 640 5116 5164
701 1037 1830 269
459 399 596 2428
719 787 3754 293
989 1114 3437 1235
251 173 529 3481
589 372 4875 17
459 77 5034 3999
80 335 791 3580
691 291 2834 4103
448 722 293 3938
1149 845 1908 5032
169 939 180 2797
760 1157 4267 334
309 548 2105 3437
1162 749 596 814
775 1060 987 3377
320 1127 5669 741
988 615 5526 4304
1092 289 4988 1625
682 1201 5129 1908
166 1031 1535 5614
366 356 3610 5032
955 341 3497 356
1256 966 729 2308
1319 133 3364 5234
528 818 1801 318
850 987 425 2926
694 383 5056 3878
895 1080 8 573
526 721 3437 4130
979 707 5116 2428
54 70 3823 864
787 685 5234 5129
751 385 4187 2368
387 203 707 4187
1258 1084 4733 5234
946 735 3938 5652
38 676 864 2968
1365 602 1535 2145
1042 193 2145 2368
1215 96 5056 5075
24 1266 1274 2578
390 594 1824 3938
194 1028 4875 5614
929 460 5605 3797
878 868 4420 1094
943 1196 289 563
1189 945 3614 1076
1292 781 318 4401
776 568 5366 4170
325 106 3938 2627
1287 888 2474 269
1406 785 3437 3330
67 320 17 1824
1280 836 1409 4164
474 695 2478 987
1187 791 289 5516
1261 418 334 954
1263 850 287 3574
647 580 1908 817
1381 736 1740 425
1434 386 5526 5233
734 195 4053 2792
196 820 3574 2308
443 495 2438 1697
38 1029 3386 3377
1122 594 2145 2478
944 598 1540 1065
767 410 5041 3330
1286 329 4304 412
1227 537 987 2627
1094 951 4952 573
388 789 3003 850
585 1311 1094 563
900 860 725 2981
939 896 2769 3457
1307 313 1065 4988
805 430 5056 560
1153 263 2834 5041
731 269 1540 2067
784 1122 3282 180
511 358 4952 3253
573 224 1540 1409
966 411 4170 560
1241 428 8 4409
693 411 850 5526
680 1013 4401 2315
880 956 3386 741
463 25 1868 4584
1202 808 2366 3364
54 882 3938 3438
438 1196 5234 3610
1011 491 596 2661
538 148 3522 5032
211 643 529 1542
776 517 5568 269
16 573 3003 2067
897 799 2315 334
1232 715 1745 4406
994 1037 4166 5669
1010 451 2907 1414
1046 516 5571 4875
329 1084 4420 2809
644 200 4261 2366
902 595 412 2340
916 69 2021 269
303 761 2182 5129
1372 307 3437 752
49 1295 3938 1830
226 555 3208 5526
1320 677 768 336
715 1498 1065 4103
149 472 5116 5234
1368 940 563 4304
172 882 2340 334
960 167 5003 4875
1135 646 1339 2841
1067 286 3878 3580
989 302 864 5056
1215 815 2907 3275
967 698 2932 176
114 371 5516 1627
264 662 1094 2963
64 570 3580 2366
1134 1232 1625 3377
608 1039 5614 1627
49 531 2474 5516
476 738 3386 5056
425 109 4051 1339
1161 157 425 5041
724 819 5032 2474
1271 698 4968 5671
1334 901 817 412
74 132 5048 4304
323 123 3990 2627
678 634 4522 1542
127 755 3457 318
1196 1044 5048 4098
907 733 2141 2366
521 753 1627 4584
854 352 5056 4968
597 66 3999 289
1054 744 2478 1580
979 1361 3823 563
952 1394 5669 2145
891 383 752 2366
570 1009 3377 707
742 556 5343 2474
1161 1265 2834 4409
1376 1007 596 176
907 513 3614 318
721 1445 2841 5116
933 720 2486 5034
238 720 3797 4584
13 1178 5671 2932
80 862 1844 2070
791 185 1019 4102
884 313 293 3555
707 1192 2769 1853
558 734 3457 2070
29 848 17 2834
1286 563 1752 5048
1278 316 563 2141
1213 594 3938 1824
1165 148 5075 269
144 441 5233 334
1324 250 3614 1898
770 827 1868 2021
989 1468 5056 4482
1320 347 5516 1580
973 1384 573 5116
546 697 2021 5349
637 345 1076 3574
859 901 1868 2841
753 685 5129 5234
1014 31 4053 1339
1093 807 4660 5671
250 554 3275 2478
281 847 791 3938
1165 970 1844 4051
1269 549 4584 1414
1245 711 1801 529
374 1290 3295 729
902 1185 5234 3823
1371 365 2926 3386
481 1124 4166 5034
1064 259 2343 2769
1033 1139 4762 1437
1271 375 180 356
918 840 5349 3330
404 681 3437 2021
1198 750 176 5516
395 934 1844 2926
457 510 5048 5164
1158 692 4304 356
782 602 4051 1149
785 760 1752 269
1053 398 2926 5605
786 809 1625 5106
975 1421 3522 3438
1243 1061 1824 3555
1252 928 336 573
1420 238 412 3208
945 658 3797 2308
558 1090 180 2932
884 259 1571 1740
57 594 1094 3990
483 704 3364 1535
715 531 5568 2478
1291 1312 3364 864
496 602 5003 725
655 433 5056 3751
389 1091 1830 2067
1384 485 3481 318
96 296 707 2315
774 15 2486 1868
765 580 791 2366
1132 385 3878 573
1340 574 1409 318
1349 289 4741 741
253 501 3797 5366
23 1043 17 2215
162 1055 2067 3751
1321 554 2478 3275
695 818 1830 814
1008 97 2215 3797
1348 738 4187 5129
1315 499 17 2578
266 819 5568 768
557 746 356 3173
25 1003 2809 1414
43 140 2343 2366
293 287 2795 1149
757 969 5349 3890
812 847 3282 3438
1145 266 3003 4741
1071 894 563 2807
521 1317 5048 729
1290 1151 1274 2340
1212 1025 5097 1076
266 1431 3275 293
133 1287 4401 3330
1340 1072 3457 946
211 310 3282 2366
755 784 1898 3051
188 1137 17 3823
724 682 2486 768
1433 85 3253 3437
695 386 1745 1740
1289 977 5349 3999
1430 1507 3330 3574
59 348 1414 2141
1134 432 17 4409
881 666 1752 1104
111 513 3878 5106
1213 56 1740 2428
749 992 2141 1697
1251 1023 289 5041
1409 1370 2797 2021
1106 563 2145 4762
1155 589 5349 2064
1325 645 1535 1414
220 643 5003 1076
1013 380 596 5003
1326 615 1868 293
658 1170 5669 2067
1340 120 2105 3051
122 1163 2070 3797
278 316 850 3253
90 571 2792 4988
770 537 8 4098
1144 652 2368 2809
1091 675 4875 3797
637 181 3208 1540
1307 689 3610 5571
846 427 2981 3208
884 1088 3457 2182
448 668 3522 4170
1100 1282 1076 1149
655 910 5349 3619
274 1045 791 304
1261 353 3223 1571
665 812 2315 5041
1318 288 3275 5234
836 1155 5048 4103
770 857 560 1542
1023 575 707 725
647 1083 1627 814
1021 1032 5032 176
419 1472 2145 791
1387 561 850 5056
887 749 3275 5343
1301 478 2486 1409
1409 1508 1844 1908
914 652 4130 3223
1140 808 1868 425
1051 606 987 3754
547 620 951 3208
1317 831 3999 5343
631 847 3295 1752
1332 974 741 1339
1310 937 2486 573
396 1237 425 3610
739 975 1697 2769
95 549 2070 2926
1211 659 2474 1697
359 124 3999 4130
1173 453 2340 4187
39 1264 2926 1830
551 530 4406 1752
742 852 3386 1094
501 1031 5233 1235
1217 1064 725 3610
549 847 1853 3619
997 399 1339 8
519 1154 817 3823
1324 569 4166 1844
1427 492 3522 4304
1220 448 5164 2428
540 969 3223 5516
735 965 3386 5129
695 1013 2578 4482
923 622 3890 2795
1281 938 596 1104
298 544 5056 2807
328 474 4098 2474
944 838 954 289
60 337 180 5129
1105 1164 1830 2182
1202 682 1824 1274
600 593 1076 3610
759 593 1697 2105
1293 285 768 2315
1287 911 17 180
1223 973 2315 5032
1068 743 596 289
595 943 1274 5568
161 974 5669 5208
685 268 2679 5106
766 795 3208 180
1082 582 5331 2064
553 442 3377 176
1246 1119 1274 1065
188 248 1414 3938
424 210 3481 1571
198 333 5234 2182
1343 339 768 2428
989 615 2769 293
181 133 5164 3282
395 849 3173 3522
604 523 768 2064
1286 1042 5610 3377
384 864 3223 951
263 1077 2981 3522
635 761 2907 4130
359 1382 573 563
1331 1186 729 3574
1232 978 343 2315
250 655 4875 1065
802 705 2963 3330
1083 88 4660 4406
380 613 1535 2807
638 1001 2834 2428
142 183 2679 1149
307 351 1571 2486
660 647 2343 3610
830 724 5571 791
1283 785 287 3619
741 744 2578 2797
1329 1091 2627 5116
806 187 304 5097
254 482 2141 4875
98 1090 3890 304
273 823 3481 3797
582 651 4522 1104
11 1259 3890 1235
197 947 4304 4164
1043 201 1019 4267
404 1276 293 3364
28 1077 2981 3522
55 954 2769 1235
1217 1368 176 3751
352 868 5349 4741
724 1339 5032 304
1029 961 3386 1853
462 443 529 2661
949 674 269 5208
558 482 2578 5349
649 436 3619 2834
162 696 3173 573
954 222 4733 4968
44 682 3497 5048
438 846 5041 5164
1333 1146 289 1752
1304 942 3751 2438
658 68 1752 2792
57 144 180 5366
201 696 5032 707
807 637 563 5164
1174 758 4875 4164
1065 814 4304 817
1286 255 4733 3894
524 570 1627 768
444 1438 3999 1824
1065 1514 4733 4103
216 745 2968 5116
404 431 3522 5571
643 981 1625 3614
408 813 946 2809
1287 862 176 2679
684 77 3275 3003
1150 319 741 3275
1278 590 645 4968
1420 386 2368 425
605 1140 1830 1065
1301 1303 336 5106
1220 1423 3894 3275
1181 1424 2105 1019
176 794 529 334
293 688 2981 2932
1438 680 3751 4584
502 539 1409 8
153 641 5056 1542
829 815 2366 180
727 165 2064 4409
1407 340 3555 4401
264 247 1065 946
362 667 3990 1076
591 1152 17 2021
62 623 3610 1908
77 1305 4741 3522
135 1023 3295 725
1393 851 2968 4762
1367 666 1898 4164
631 340 334 4164
1432 1086 5366 3223
1108 354 5366 725
62 595 3253 293
250 1132 1414 1830
512 318 4406 2486
825 986 1853 3823
176 1039 2064 5041
1156 836 814 5366
595 758 2064 4988
43 589 2064 5349
1287 680 318 2627
1310 924 4187 864
1332 689 946 5048
1093 766 4267 3754
643 1084 2366 4103
145 1248 4762 5610
1167 705 2486 3364
1075 1108 2834 4988
151 1045 4166 4988
407 797 2021 2308
1260 427 2932 2809
981 105 707 287
1402 1028 293 2834
1189 740 4166 725
1061 822 4051 951
824 134 2661 850
955 975 752 2021
462 1107 4103 5671
613 1064 5343 3282
1213 1084 3208 5614
1052 843 2064 3908
634 459 287 1535
107 275 3522 4401
546 1163 814 2792
188 760 563 3223
1416 1458 3438 293
803 195 987 5652
1265 806 3386 2841
311 388 2474 954
1204 415 3754 596
477 216 4166 1830
604 1155 3555 4098
694 698 5671 4968
405 531 4660 3894
1049 193 2679 3253
950 701 5003 3610
1407 1057 1076 2932
687 771 729 1853
1306 768 2968 563
1058 804 4130 3253
979 963 4401 2834
759 941 2932 1853
1290 759 946 4875
157 1223 4401 1801
649 396 1149 3364
885 970 2478 729
1196 676 2105 2907
496 976 5129 3253
1241 157 3497 1076
461 815 2907 5034
555 755 2661 1868
1006 1050 5614 4170
1008 1098 3797 5234
542 720 4409 5164
153 1019 2428 3457
30 1131 1801 3253
1333 674 2141 954
673 670 1745 2807
499 934 5041 2968
1251 715 2963 3051
997 1050 729 707
469 739 5116 3481
17 841 1339 3908
335 626 1339 645
259 196 4420 1540
839 893 2679 3999
1329 1247 3364 5032
258 1127 5669 741
1064 333 5516 5349
861 1314 3437 1274
581 222 5034 3051
1074 425 3437 3481
219 1163 2070 946
748 828 3386 1104
992 149 1627 850
290 1039 1149 1853
1093 695 3497 3890
1335 269 4051 4261
1201 959 5652 596
622 714 1149 1235
1203 478 5208 2679
837 280 425 951
929 749 4164 5614
109 674 1437 5129
1101 638 2963 5075
1391 1079 729 645
917 1156 987 2932
684 370 2661 1409
756 522 2070 2792
996 404 17 2679
1345 213 4875 4420
1243 364 1409 4170
496 113 5526 5671
175 290 4420 287
323 1502 3003 3908
883 446 1898 5671
514 597 1908 5003
521 638 2366 5075
1312 430 5669 573
662 717 1571 4098
858 896 1697 2315
610 1254 3894 3364
153 663 3990 573
123 637 5208 4968
1237 550 2627 3051
20 112 864 3610
1038 1177 3797 336
106 1300 2932 1409
1425 359 596 850
564 1084 3275 1094
897 657 5571 3878
877 693 5669 1409
1084 436 5003 5366
1007 1323 3364 791
756 553 2145 1274
1432 1217 3457 1697
1291 510 5568 356
1249 684 1908 3797
551 661 2841 1540
1393 675 3999 2486
197 246 3481 4053
3 878 2105 2438
231 694 2366 289
65 623 725 1019
865 498 5671 5233
74 472 752 2627
1328 345 1540 2679
820 1304 304 3580
513 310 5331 1437
150 271 4051 2182
265 758 5568 3003
405 779 293 2963
1052 549 4170 2769
918 732 2963 1076
1439 632 3614 5605
844 692 1065 4406
721 166 5614 4401
540 550 2340 2478
407 1222 4401 4103
51 338 3250 2932
164 333 2807 2792
1259 711 529 1801
150 1152 1898 4130
545 488 2769 3481
442 1186 3574 1824
727 990 560 2797
1008 396 4420 5048
1264 117 729 741
1176 873 2215 2428
1167 695 768 5129
1319 1199 2067 814
132 236 2145 4267
617 1199 987 5116
1438 223 1104 425
1092 1090 176 2486
573 894 356 1908
1394 674 1540 3894
565 8 5614 5669
89 598 2486 3614
735 45 5208 2578
830 1236 269 729
767 1147 2428 5614
824 1266 5669 3438
612 345 1076 3574
1049 508 3275 2428
439 901 817 412
1066 1158 3173 2340
770 342 4420 2661
1403 290 3614 1752
493 911 2578 3619
843 47 3282 2769
1304 957 645 3275
0 370 2926 560
1401 181 1235 1019
293 472 1540 2769
1310 307 2627 1752
860 664 356 2661
1134 763 5671 2105
646 532 3614 560
444 1065 3610 2981
256 472 2661 1571
1400 713 3497 5614
872 191 2340 2679
731 343 5048 2340
1102 682 2795 4741
1254 512 3610 1409
576 710 954 1853
334 647 4733 4875
966 1192 5164 946
1121 686 2769 3522
93 648 5331 3894
154 32 4170 707
503 929 5116 3253
652 1066 645 4166
1085 1310 4660 1844
1412 927 3003 987
503 1273 318 180
866 869 304 2428
261 161 180 1697
93 534 343 5614
599 347 356 334
1438 48 3580 269
650 902 2834 2340
1371 731 3051 2679
299 1078 1830 864
862 794 707 3894
1364 389 5032 791
969 851 1019 5233
938 237 4304 4261
479 436 5003 5366
1220 697 2907 4401
793 206 2907 3386
342 125 2315 529
612 897 4103 2792
1021 185 5097 5116
975 189 1414 2963
289 899 334 336
851 983 1104 3497
1298 1283 2981 1625
1414 486 2315 2366
496 1121 3457 4968
76 425 1104 2809
310 969 2141 4164
133 951 5233 4482
198 553 2627 1437
1333 828 1065 1868
760 1186 1868 180
37 639 4053 645
158 881 3619 2661
1386 814 3438 4409
677 612 2907 3330
1383 767 707 269
750 427 1627 5671
742 195 1019 5116
1289 443 3295 3437
994 892 5056 4584
849 244 5032 864
777 1023 5526 3223
179 962 3522 529
1435 868 3823 287
575 783 2064 864
388 474 2486 560
1411 996 4762 3610
1236 102 2769 2968
217 874 3003 4406
945 405 791 1437
74 240 3386 1908
390 1204 729 5516
1432 626 5129 5233
1362 1093 3282 725
284 798 2474 3522
4 1285 3330 293
472 574 645 2578
686 1315 3364 269
524 953 2343 5129
311 432 8 1752
1253 783 1094 3253
1102 1205 4102 3751
23 1123 3282 1274
1054 837 2981 336
878 759 4420 4482
428 1123 2841 4098
830 1013 3497 3364
83 915 817 725
241 257 2021 2105
1153 974 4170 1844
805 960 1844 4401
175 1040 2438 729
1096 465 1094 4261
1122 692 5343 864
1434 451 2907 1414
1165 784 1908 1745
705 584 954 3878
1336 552 560 1697
1286 1022 5097 4130
774 63 3610 293
743 396 5048 4420
1141 397 336 3438
788 1447 3894 1019
1118 532 2578 1580
484 390 4304 2661
610 548 3938 3522
62 133 4522 4875
623 1008 1801 1076
100 68 3051 293
329 740 5526 8
53 248 3574 2105
397 188 5605 5343
1023 120 4952 2769
386 1123 1019 5048
1108 523 2926 5343
933 422 17 2926
287 367 2963 3253
2 230 4130 3908
31 322 3386 850
489 682 2064 2215
959 788 2215 2067
1064 188 2795 3223
595 960 4968 529
648 1212 1019 5075
1034 828 2428 3497
50 974 5568 3377
302 1042 3497 1235
1055 695 2474 817
637 781 1535 3377
334 905 4952 3377
793 1389 2932 5003
1189 1048 318 2841
1351 601 2963 1853
372 686 4968 5164
809 465 3364 3377
266 1034 3555 176
539 394 573 4164
248 199 5048 3253
146 1471 4102 3580
203 1403 4267 1065
622 1013 3275 5652
270 755 5516 5669
602 398 707 560
1327 719 850 946
1137 1102 1094 1745
1139 1219 1580 3457
698 247 1908 4660
359 578 3614 1104
1178 1106 3574 2315
564 926 752 2932
62 510 4187 4584
758 304 3555 5034
710 851 752 3890
513 706 2340 289
560 464 3437 2478
572 387 4952 1571
343 1014 3377 4875
176 818 2067 946
870 891 1019 1540
181 88 729 1235
1196 747 563 4584
260 870 304 1571
4 789 3619 1898
338 253 425 817
66 868 1824 3282
1438 642 1824 2807
400 712 2809 5343
243 843 3377 2428
1216 704 1019 2792
328 217 5331 5075
663 799 334 2315
1275 1160 3377 334
1122 527 2679 1627
551 227 4741 2145
889 630 5610 3497
137 157 4733 1437
1002 1044 2438 5614
1175 1015 293 725
758 309 5034 2215
1186 429 596 412
1199 645 5106 5208
988 697 4584 814
1055 1035 741 3253
799 485 5164 1414
604 1218 425 5516
904 969 1740 573
957 440 4261 5075
1108 1153 741 5516
1277 229 5652 1697
1022 1274 814 529
140 234 4741 2981
83 406 1235 176
856 210 3481 1571
1022 1037 425 5343
919 158 2067 1414
359 810 5349 4304
907 663 2064 1580
84 1037 3555 2315
885 876 1019 4952
79 1009 2963 5614
874 73 1740 1414
924 947 3282 573
64 811 2968 2438
602 36 850 2807
208 451 2182 2368
1212 1134 987 3330
743 1275 791 3330
1245 34 5614 3999
755 950 8 987
289 432 4261 1437
903 799 5129 4267
790 1266 1235 1437
938 760 3223 563
835 670 5048 814
1151 205 4187 2067
1051 1065 4409 814
1439 752 5097 8
136 616 2578 2907
1260 282 2343 5106
199 571 2308 4051
728 64 2182 1414
235 562 1627 1745
1429 639 2141 2769
844 1393 2021 4103
944 309 4187 2343
1079 400 5571 4733
168 1131 5516 4267
559 604 2841 2366
512 1129 3999 5097
911 689 3555 1339
525 260 5366 1094
1412 824 4420 293
175 588 2792 2343
1327 569 17 425
766 441 8 2769
268 759 563 3282
1045 150 4170 1627
832 372 1752 4420
619 1077 5034 3481
1289 1094 5116 954
251 671 304 1149
1161 345 2474 2141
360 1229 4267 1697
356 516 4103 1824
1109 624 3890 645
1377 826 5116 1542
982 89 2807 2627
246 222 2841 1697
866 668 5106 4733
715 276 2807 1752
839 1422 3275 289
432 200 817 5116
792 370 5571 1542
1149 828 2105 2064
1309 993 2315 3890
1047 463 176 1844
1060 542 2067 2145
222 552 3574 5671
804 1057 304 5034
325 182 563 2797
691 953 3437 5116
476 234 4762 1801
982 554 2428 4098
622 928 2368 5516
1405 173 3999 3823
780 771 5571 596
1083 1169 2834 1437
626 144 1065 5075
1418 608 645 3610
1019 671 2182 334
1163 704 864 3282
977 909 2315 4733
996 586 1697 4875
366 1268 4409 2932
996 1049 2486 5331
989 219 4875 4187
536 572 2795 5234
237 728 5516 1824
593 601 4053 180
902 158 1414 2067
313 547 5343 2021
1103 910 17 1697
698 684 3437 2141
17 709 287 4741
1393 647 2807 4952
376 746 3797 1752
765 471 4166 1745
867 99 2578 4409
522 848 573 2067
789 1426 5034 3003
425 625 1414 176
1435 796 2343 1824
1285 66 4187 2182
1087 1179 1830 4733
1077 967 3282 5571
1350 1193 2308 3173
1244 516 2182 3223
148 94 5516 5571
127 752 3610 5164
1032 888 4952 729
874 140 1437 1580
816 746 269 5610
268 273 560 5003
1410 441 5164 2366
288 776 4420 3051
779 372 529 1752
735 749 3275 1540
821 863 343 3481
1018 540 1274 951
735 708 573 2926
618 645 725 2368
981 205 5343 1697
47 586 4875 1697
1266 1092 5041 5208
463 872 3908 4053
216 689 563 2679
900 132 4304 5048
402 379 3364 3614
900 598 4103 529
36 332 2578 3614
40 1119 5516 563
1081 1261 5234 3751
402 852 3574 3223
729 421 8 4660
12 1016 987 2368
641 776 4098 2679
1342 1025 5097 2661
223 927 304 2474
57 584 3574 1409
1099 1186 5056 2797
1244 396 1019 336
1366 772 287 2968
971 367 3253 2963
70 1091 1824 3522
74 836 814 5366
1271 244 752 2343
1305 1359 4102 1094
1039 1278 2981 3574
1165 244 951 2070
1005 758 4988 2064
1423 855 5208 1019
157 926 2578 817
813 782 8 5516
685 617 17 725
913 469 529 2343
520 1158 425 1076
1034 509 4098 304
604 469 817 8
815 574 5234 5097
1255 893 1104 5671
394 634 2105 334
1151 286 1414 1752
160 877 2769 1625
831 386 3275 1801
758 637 180 2963
1265 797 4584 1580
240 682 1274 1824
337 691 529 1853
213 896 1740 4164
1236 356 2627 596
57 437 3481 2907
1057 696 4261 4130
898 1475 3619 2841
679 1060 3619 5343
214 681 334 2343
1145 237 17 1414
40 846 5164 5041
1211 849 4130 5516
1379 1234 1149 1844
11 749 4660 5614
994 613 1898 2981
1431 211 3999 864
40 525 791 4261
257 359 2474 2627
144 1291 4420 3250
230 868 3878 1149
1293 315 3330 4098
1230 117 2438 2926
517 965 596 725
98 649 4660 3751
972 427 2795 954
781 398 5516 4053
548 595 1274 817
561 527 2064 2981
1396 988 412 4482
802 958 1830 3751
302 1025 4103 3938
1318 226 2679 4660
1309 484 1853 4098
232 1103 1274 1908
890 213 752 2428
205 471 2792 2315
802 670 5164 1339
317 778 1104 1339
996 741 1437 2064
1358 1003 4584 1830
1236 349 5516 412
287 951 2907 5041
106 1444 4733 563
248 449 4968 1094
853 1044 5526 1801
34 116 4406 4304
536 1295 741 3574
959 19 3497 987
247 260 2809 5041
1168 409 5041 817
946 562 1571 1745
1000 375 2841 2105
994 808 5331 3386
1188 306 1094 5671
369 871 2308 1437
565 1171 2841 3275
1375 440 2661 2366
338 877 2769 3438
512 795 2578 951
669 425 864 560
1355 894 1697 1571
1433 1201 5097 5075
653 641 5234 3223
197 233 2795 318
296 336 741 2809
400 352 5610 529
587 514 2807 5366
1403 789 5671 2343
541 1050 1830 1697
53 588 1868 954
1425 559 1745 2438
6 614 741 1844
402 658 5526 4968
1153 1431 864 563
1067 900 1740 4988
741 635 1414 3619
338 732 5571 4187
137 1247 3250 5208
1227 883 3437 645
717 868 2769 1104
1345 92 2478 2064
793 938 4875 741
444 723 645 4130
910 589 3173 5208
625 321 4522 5234
1272 515 4409 3173
407 675 4406 2215
973 731 2963 946
173 1028 5106 5568
1399 346 4098 5097
999 1326 5516 3457
201 566 2809 3619
566 1183 1437 1745
925 516 5349 2926
33 1084 1414 3457
1324 375 2792 5366
493 373 304 4741
1136 80 3208 2478
80 1202 3330 645
748 1175 1104 343
312 947 5349 2679
198 317 4409 4187
284 713 5669 2308
972 155 2963 2067
665 1102 343 3003
173 366 269 5331
366 530 1625 5568
142 721 2795 3619
822 1010 1339 336
882 331 4187 3253
1039 809 3878 4420
815 175 987 343
1258 267 4741 5234
1117 499 729 3364
1430 1132 1697 318
1126 915 1542 4406
38 805 3295 1414
1197 1234 3555 729
1383 395 752 2070
